visit_id,cce_type,available,functional
KD-095-R4,Cold Boxes (6L),Yes,Yes
KD-095-R4,GioStyle (4L),Yes,Yes
KD-095-R4,Rush (3L),No,
KD-095-R4,Ice Packs,No,
KD-095-R5,Solar Refrigerators and Freezers,No,
KD-095-R5,Refrigerators,Yes,Yes
KD-095-R5,Temperature Monitoring Devices,Yes,Yes
KD-095-R5,Cold Boxes (6L),Yes,Yes
KD-095-R5,GioStyle (4L),Yes,Yes
KD-095-R5,Rush (3L),No,
KD-095-R5,Ice Packs,No,
KD-095-R6,Solar Refrigerators and Freezers,No,
KD-095-R6,Refrigerators,Yes,Yes
KD-095-R6,Temperature Monitoring Devices,Yes,Yes
KD-095-R6,Cold Boxes (6L),Yes,Yes
KD-095-R6,GioStyle (4L),Yes,Yes
KD-095-R6,Rush (3L),No,
KD-095-R6,Ice Packs,No,
KD-096-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-096-R1,Refrigerators,No,
KD-096-R1,Temperature Monitoring Devices,Yes,No
KD-096-R1,Cold Boxes (6L),Yes,No
KD-096-R1,GioStyle (4L),No,
KD-096-R1,Rush (3L),Yes,Yes
KD-096-R1,Ice Packs,Yes,No
KD-096-R2,Solar Refrigerators and Freezers,Yes,No
KD-096-R2,Refrigerators,No,
KD-096-R2,Temperature Monitoring Devices,Yes,No
KD-096-R2,Cold Boxes (6L),Yes,Yes
KD-096-R2,GioStyle (4L),No,
KD-096-R2,Rush (3L),Yes,Yes
KD-096-R2,Ice Packs,Yes,Yes
KD-096-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-096-R3,Refrigerators,No,
KD-096-R3,Temperature Monitoring Devices,Yes,Yes
KD-096-R3,Cold Boxes (6L),Yes,Yes
KD-096-R3,GioStyle (4L),No,
KD-096-R3,Rush (3L),Yes,Yes
KD-096-R3,Ice Packs,Yes,Yes
KD-096-R4,Solar Refrigerators and Freezers,Yes,No
KD-096-R4,Refrigerators,No,
KD-096-R4,Temperature Monitoring Devices,Yes,Yes
KD-096-R4,Cold Boxes (6L),Yes,No
KD-096-R4,GioStyle (4L),No,
KD-096-R4,Rush (3L),Yes,Yes
KD-096-R4,Ice Packs,Yes,Yes
KD-096-R5,Solar Refrigerators and Freezers,Yes,No
KD-096-R5,Refrigerators,No,
KD-096-R5,Temperature Monitoring Devices,Yes,Yes
KD-096-R5,Cold Boxes (6L),Yes,No
KD-096-R5,GioStyle (4L),No,
KD-096-R5,Rush (3L),Yes,Yes
KD-096-R5,Ice Packs,Yes,Yes
KD-096-R6,Solar Refrigerators and Freezers,Yes,No
KD-096-R6,Refrigerators,No,
KD-096-R6,Temperature Monitoring Devices,Yes,No
KD-096-R6,Cold Boxes (6L),Yes,Yes
KD-096-R6,GioStyle (4L),No,
KD-096-R6,Rush (3L),Yes,No
KD-096-R6,Ice Packs,Yes,Yes
KD-097-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-097-R1,Refrigerators,Yes,Yes
KD-097-R1,Temperature Monitoring Devices,No,
KD-097-R1,Cold Boxes (6L),Yes,No
KD-097-R1,GioStyle (4L),No,
KD-097-R1,Rush (3L),No,
KD-097-R1,Ice Packs,Yes,Yes
KD-097-R2,Solar Refrigerators and Freezers,Yes,No
KD-097-R2,Refrigerators,Yes,No
KD-097-R2,Temperature Monitoring Devices,No,
KD-097-R2,Cold Boxes (6L),Yes,Yes
KD-097-R2,GioStyle (4L),No,
KD-097-R2,Rush (3L),No,
KD-097-R2,Ice Packs,Yes,No
KD-097-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-097-R3,Refrigerators,Yes,Yes
KD-097-R3,Temperature Monitoring Devices,No,
KD-097-R3,Cold Boxes (6L),Yes,No
KD-097-R3,GioStyle (4L),No,
KD-097-R3,Rush (3L),No,
KD-097-R3,Ice Packs,Yes,No
KD-097-R4,Solar Refrigerators and Freezers,Yes,No
KD-097-R4,Refrigerators,Yes,Yes
KD-097-R4,Temperature Monitoring Devices,No,
KD-097-R4,Cold Boxes (6L),Yes,Yes
KD-097-R4,GioStyle (4L),No,
KD-097-R4,Rush (3L),No,
KD-097-R4,Ice Packs,Yes,Yes
KD-097-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-097-R5,Refrigerators,Yes,Yes
KD-097-R5,Temperature Monitoring Devices,No,
KD-097-R5,Cold Boxes (6L),Yes,Yes
KD-097-R5,GioStyle (4L),No,
KD-097-R5,Rush (3L),No,
KD-097-R5,Ice Packs,Yes,Yes
KD-097-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-097-R6,Refrigerators,Yes,Yes
KD-097-R6,Temperature Monitoring Devices,No,
KD-097-R6,Cold Boxes (6L),Yes,Yes
KD-097-R6,GioStyle (4L),No,
KD-097-R6,Rush (3L),No,
KD-097-R6,Ice Packs,Yes,No
KD-098-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-098-R1,Refrigerators,Yes,No
KD-098-R1,Temperature Monitoring Devices,No,
KD-098-R1,Cold Boxes (6L),Yes,Yes
KD-098-R1,GioStyle (4L),Yes,Yes
KD-098-R1,Rush (3L),Yes,Yes
KD-098-R1,Ice Packs,Yes,Yes
KD-098-R2,Solar Refrigerators and Freezers,Yes,No
KD-098-R2,Refrigerators,Yes,Yes
KD-098-R2,Temperature Monitoring Devices,No,
KD-098-R2,Cold Boxes (6L),Yes,Yes
KD-098-R2,GioStyle (4L),Yes,Yes
KD-098-R2,Rush (3L),Yes,Yes
KD-098-R2,Ice Packs,Yes,Yes
KD-098-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-098-R3,Refrigerators,Yes,Yes
KD-098-R3,Temperature Monitoring Devices,No,
KD-098-R3,Cold Boxes (6L),Yes,Yes
KD-098-R3,GioStyle (4L),Yes,Yes
KD-098-R3,Rush (3L),Yes,Yes
KD-098-R3,Ice Packs,Yes,Yes
KD-098-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-098-R4,Refrigerators,Yes,Yes
KD-098-R4,Temperature Monitoring Devices,No,
KD-098-R4,Cold Boxes (6L),Yes,No
KD-098-R4,GioStyle (4L),Yes,No
KD-098-R4,Rush (3L),Yes,No
KD-098-R4,Ice Packs,Yes,Yes
KD-098-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-098-R5,Refrigerators,Yes,Yes
KD-098-R5,Temperature Monitoring Devices,No,
KD-098-R5,Cold Boxes (6L),Yes,No
KD-098-R5,GioStyle (4L),Yes,No
KD-098-R5,Rush (3L),Yes,No
KD-098-R5,Ice Packs,Yes,Yes
KD-098-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-098-R6,Refrigerators,Yes,Yes
KD-098-R6,Temperature Monitoring Devices,No,
KD-098-R6,Cold Boxes (6L),Yes,Yes
KD-098-R6,GioStyle (4L),Yes,No
KD-098-R6,Rush (3L),Yes,Yes
KD-098-R6,Ice Packs,Yes,No
KD-099-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R1,Refrigerators,No,
KD-099-R1,Temperature Monitoring Devices,Yes,No
KD-099-R1,Cold Boxes (6L),Yes,Yes
KD-099-R1,GioStyle (4L),No,
KD-099-R1,Rush (3L),No,
KD-099-R1,Ice Packs,Yes,Yes
KD-099-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R2,Refrigerators,No,
KD-099-R2,Temperature Monitoring Devices,Yes,Yes
KD-099-R2,Cold Boxes (6L),Yes,No
KD-099-R2,GioStyle (4L),No,
KD-099-R2,Rush (3L),No,
KD-099-R2,Ice Packs,Yes,Yes
KD-099-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R3,Refrigerators,No,
KD-099-R3,Temperature Monitoring Devices,Yes,Yes
KD-099-R3,Cold Boxes (6L),Yes,Yes
KD-099-R3,GioStyle (4L),No,
KD-099-R3,Rush (3L),No,
KD-099-R3,Ice Packs,Yes,Yes
KD-099-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R4,Refrigerators,No,
KD-099-R4,Temperature Monitoring Devices,Yes,Yes
KD-099-R4,Cold Boxes (6L),Yes,Yes
KD-099-R4,GioStyle (4L),No,
KD-099-R4,Rush (3L),No,
KD-099-R4,Ice Packs,Yes,Yes
KD-099-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R5,Refrigerators,No,
KD-099-R5,Temperature Monitoring Devices,Yes,Yes
KD-099-R5,Cold Boxes (6L),Yes,Yes
KD-099-R5,GioStyle (4L),No,
KD-099-R5,Rush (3L),No,
KD-099-R5,Ice Packs,Yes,No
KD-099-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-099-R6,Refrigerators,No,
KD-099-R6,Temperature Monitoring Devices,Yes,Yes
KD-099-R6,Cold Boxes (6L),Yes,Yes
KD-099-R6,GioStyle (4L),No,
KD-099-R6,Rush (3L),No,
KD-099-R6,Ice Packs,Yes,Yes
KD-100-R1,Solar Refrigerators and Freezers,No,
KD-100-R1,Refrigerators,No,
KD-100-R1,Temperature Monitoring Devices,No,
KD-100-R1,Cold Boxes (6L),No,
KD-100-R1,GioStyle (4L),No,
KD-100-R1,Rush (3L),No,
KD-100-R1,Ice Packs,No,
KD-100-R2,Solar Refrigerators and Freezers,No,
KD-100-R2,Refrigerators,No,
KD-100-R2,Temperature Monitoring Devices,No,
KD-100-R2,Cold Boxes (6L),No,
KD-100-R2,GioStyle (4L),No,
KD-100-R2,Rush (3L),No,
KD-100-R2,Ice Packs,No,
KD-100-R3,Solar Refrigerators and Freezers,No,
KD-100-R3,Refrigerators,No,
KD-100-R3,Temperature Monitoring Devices,No,
KD-100-R3,Cold Boxes (6L),No,
KD-100-R3,GioStyle (4L),No,
KD-100-R3,Rush (3L),No,
KD-100-R3,Ice Packs,No,
KD-100-R4,Solar Refrigerators and Freezers,No,
KD-100-R4,Refrigerators,No,
KD-100-R4,Temperature Monitoring Devices,No,
KD-100-R4,Cold Boxes (6L),No,
KD-100-R4,GioStyle (4L),No,
KD-100-R4,Rush (3L),No,
KD-100-R4,Ice Packs,No,
KD-100-R5,Solar Refrigerators and Freezers,No,
KD-100-R5,Refrigerators,No,
KD-100-R5,Temperature Monitoring Devices,No,
KD-100-R5,Cold Boxes (6L),No,
KD-100-R5,GioStyle (4L),No,
KD-100-R5,Rush (3L),No,
KD-100-R5,Ice Packs,No,
KD-100-R6,Solar Refrigerators and Freezers,No,
KD-100-R6,Refrigerators,No,
KD-100-R6,Temperature Monitoring Devices,No,
KD-100-R6,Cold Boxes (6L),No,
KD-100-R6,GioStyle (4L),No,
KD-100-R6,Rush (3L),No,
KD-100-R6,Ice Packs,No,
KD-101-R1,Solar Refrigerators and Freezers,Yes,No
KD-101-R1,Refrigerators,No,
KD-101-R1,Temperature Monitoring Devices,No,
KD-101-R1,Cold Boxes (6L),No,
KD-101-R1,GioStyle (4L),Yes,Yes
KD-101-R1,Rush (3L),No,
KD-101-R1,Ice Packs,Yes,Yes
KD-101-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-101-R2,Refrigerators,No,
KD-101-R2,Temperature Monitoring Devices,No,
KD-101-R2,Cold Boxes (6L),No,
KD-101-R2,GioStyle (4L),Yes,Yes
KD-101-R2,Rush (3L),No,
KD-101-R2,Ice Packs,Yes,No
KD-101-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-101-R3,Refrigerators,No,
KD-101-R3,Temperature Monitoring Devices,No,
KD-101-R3,Cold Boxes (6L),No,
KD-101-R3,GioStyle (4L),Yes,No
KD-101-R3,Rush (3L),No,
KD-101-R3,Ice Packs,Yes,No
KD-101-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-101-R4,Refrigerators,No,
KD-101-R4,Temperature Monitoring Devices,No,
KD-101-R4,Cold Boxes (6L),No,
KD-101-R4,GioStyle (4L),Yes,Yes
KD-101-R4,Rush (3L),No,
KD-101-R4,Ice Packs,Yes,Yes
KD-101-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-101-R5,Refrigerators,No,
KD-101-R5,Temperature Monitoring Devices,No,
KD-101-R5,Cold Boxes (6L),No,
KD-101-R5,GioStyle (4L),Yes,Yes
KD-101-R5,Rush (3L),No,
KD-101-R5,Ice Packs,Yes,Yes
KD-101-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-101-R6,Refrigerators,No,
KD-101-R6,Temperature Monitoring Devices,No,
KD-101-R6,Cold Boxes (6L),No,
KD-101-R6,GioStyle (4L),Yes,No
KD-101-R6,Rush (3L),No,
KD-101-R6,Ice Packs,Yes,Yes
KD-102-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R1,Refrigerators,Yes,Yes
KD-102-R1,Temperature Monitoring Devices,Yes,Yes
KD-102-R1,Cold Boxes (6L),No,
KD-102-R1,GioStyle (4L),Yes,Yes
KD-102-R1,Rush (3L),Yes,Yes
KD-102-R1,Ice Packs,Yes,Yes
KD-102-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R2,Refrigerators,Yes,Yes
KD-102-R2,Temperature Monitoring Devices,Yes,No
KD-102-R2,Cold Boxes (6L),No,
KD-102-R2,GioStyle (4L),Yes,No
KD-102-R2,Rush (3L),Yes,Yes
KD-102-R2,Ice Packs,Yes,No
KD-102-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R3,Refrigerators,Yes,Yes
KD-102-R3,Temperature Monitoring Devices,Yes,Yes
KD-102-R3,Cold Boxes (6L),No,
KD-102-R3,GioStyle (4L),Yes,Yes
KD-102-R3,Rush (3L),Yes,Yes
KD-102-R3,Ice Packs,Yes,Yes
KD-102-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R4,Refrigerators,Yes,Yes
KD-102-R4,Temperature Monitoring Devices,Yes,Yes
KD-102-R4,Cold Boxes (6L),No,
KD-102-R4,GioStyle (4L),Yes,Yes
KD-102-R4,Rush (3L),Yes,Yes
KD-102-R4,Ice Packs,Yes,Yes
KD-102-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R5,Refrigerators,Yes,Yes
KD-102-R5,Temperature Monitoring Devices,Yes,Yes
KD-102-R5,Cold Boxes (6L),No,
KD-102-R5,GioStyle (4L),Yes,Yes
KD-102-R5,Rush (3L),Yes,Yes
KD-102-R5,Ice Packs,Yes,Yes
KD-102-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-102-R6,Refrigerators,Yes,Yes
KD-102-R6,Temperature Monitoring Devices,Yes,Yes
KD-102-R6,Cold Boxes (6L),No,
KD-102-R6,GioStyle (4L),Yes,Yes
KD-102-R6,Rush (3L),Yes,Yes
KD-102-R6,Ice Packs,Yes,Yes
KD-103-R1,Solar Refrigerators and Freezers,No,
KD-103-R1,Refrigerators,No,
KD-103-R1,Temperature Monitoring Devices,Yes,Yes
KD-103-R1,Cold Boxes (6L),Yes,Yes
KD-103-R1,GioStyle (4L),No,
KD-103-R1,Rush (3L),No,
KD-103-R1,Ice Packs,Yes,Yes
KD-103-R2,Solar Refrigerators and Freezers,No,
KD-103-R2,Refrigerators,No,
KD-103-R2,Temperature Monitoring Devices,Yes,No
KD-103-R2,Cold Boxes (6L),Yes,No
KD-103-R2,GioStyle (4L),No,
KD-103-R2,Rush (3L),No,
KD-103-R2,Ice Packs,Yes,Yes
KD-103-R3,Solar Refrigerators and Freezers,No,
KD-103-R3,Refrigerators,No,
KD-103-R3,Temperature Monitoring Devices,Yes,No
KD-103-R3,Cold Boxes (6L),Yes,Yes
KD-103-R3,GioStyle (4L),No,
KD-103-R3,Rush (3L),No,
KD-103-R3,Ice Packs,Yes,No
KD-103-R4,Solar Refrigerators and Freezers,No,
KD-103-R4,Refrigerators,No,
KD-103-R4,Temperature Monitoring Devices,Yes,No
KD-103-R4,Cold Boxes (6L),Yes,No
KD-103-R4,GioStyle (4L),No,
KD-103-R4,Rush (3L),No,
KD-103-R4,Ice Packs,Yes,Yes
KD-103-R5,Solar Refrigerators and Freezers,No,
KD-103-R5,Refrigerators,No,
KD-103-R5,Temperature Monitoring Devices,Yes,Yes
KD-103-R5,Cold Boxes (6L),Yes,No
KD-103-R5,GioStyle (4L),No,
KD-103-R5,Rush (3L),No,
KD-103-R5,Ice Packs,Yes,No
KD-103-R6,Solar Refrigerators and Freezers,No,
KD-103-R6,Refrigerators,No,
KD-103-R6,Temperature Monitoring Devices,Yes,No
KD-103-R6,Cold Boxes (6L),Yes,No
KD-103-R6,GioStyle (4L),No,
KD-103-R6,Rush (3L),No,
KD-103-R6,Ice Packs,Yes,Yes
KD-104-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R1,Refrigerators,No,
KD-104-R1,Temperature Monitoring Devices,No,
KD-104-R1,Cold Boxes (6L),Yes,Yes
KD-104-R1,GioStyle (4L),Yes,No
KD-104-R1,Rush (3L),Yes,Yes
KD-104-R1,Ice Packs,Yes,Yes
KD-104-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R2,Refrigerators,No,
KD-104-R2,Temperature Monitoring Devices,No,
KD-104-R2,Cold Boxes (6L),Yes,Yes
KD-104-R2,GioStyle (4L),Yes,Yes
KD-104-R2,Rush (3L),Yes,Yes
KD-104-R2,Ice Packs,Yes,No
KD-104-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R3,Refrigerators,No,
KD-104-R3,Temperature Monitoring Devices,No,
KD-104-R3,Cold Boxes (6L),Yes,No
KD-104-R3,GioStyle (4L),Yes,Yes
KD-104-R3,Rush (3L),Yes,Yes
KD-104-R3,Ice Packs,Yes,No
KD-104-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R4,Refrigerators,No,
KD-104-R4,Temperature Monitoring Devices,No,
KD-104-R4,Cold Boxes (6L),Yes,Yes
KD-104-R4,GioStyle (4L),Yes,Yes
KD-104-R4,Rush (3L),Yes,Yes
KD-104-R4,Ice Packs,Yes,Yes
KD-104-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R5,Refrigerators,No,
KD-104-R5,Temperature Monitoring Devices,No,
KD-104-R5,Cold Boxes (6L),Yes,No
KD-104-R5,GioStyle (4L),Yes,No
KD-104-R5,Rush (3L),Yes,No
KD-104-R5,Ice Packs,Yes,Yes
KD-104-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-104-R6,Refrigerators,No,
KD-104-R6,Temperature Monitoring Devices,No,
KD-104-R6,Cold Boxes (6L),Yes,Yes
KD-104-R6,GioStyle (4L),Yes,Yes
KD-104-R6,Rush (3L),Yes,Yes
KD-104-R6,Ice Packs,Yes,Yes
KD-105-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-105-R1,Refrigerators,No,
KD-105-R1,Temperature Monitoring Devices,No,
KD-105-R1,Cold Boxes (6L),Yes,Yes
KD-105-R1,GioStyle (4L),Yes,Yes
KD-105-R1,Rush (3L),No,
KD-105-R1,Ice Packs,Yes,Yes
KD-105-R2,Solar Refrigerators and Freezers,Yes,No
KD-105-R2,Refrigerators,No,
KD-105-R2,Temperature Monitoring Devices,No,
KD-105-R2,Cold Boxes (6L),Yes,Yes
KD-105-R2,GioStyle (4L),Yes,Yes
KD-105-R2,Rush (3L),No,
KD-105-R2,Ice Packs,Yes,No
KD-105-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-105-R3,Refrigerators,No,
KD-105-R3,Temperature Monitoring Devices,No,
KD-105-R3,Cold Boxes (6L),Yes,Yes
KD-105-R3,GioStyle (4L),Yes,No
KD-105-R3,Rush (3L),No,
KD-105-R3,Ice Packs,Yes,Yes
KD-105-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-105-R4,Refrigerators,No,
KD-105-R4,Temperature Monitoring Devices,No,
KD-105-R4,Cold Boxes (6L),Yes,Yes
KD-105-R4,GioStyle (4L),Yes,Yes
KD-105-R4,Rush (3L),No,
KD-105-R4,Ice Packs,Yes,No
KD-105-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-105-R5,Refrigerators,No,
KD-105-R5,Temperature Monitoring Devices,No,
KD-105-R5,Cold Boxes (6L),Yes,No
KD-105-R5,GioStyle (4L),Yes,Yes
KD-105-R5,Rush (3L),No,
KD-105-R5,Ice Packs,Yes,Yes
KD-105-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-105-R6,Refrigerators,No,
KD-105-R6,Temperature Monitoring Devices,No,
KD-105-R6,Cold Boxes (6L),Yes,No
KD-105-R6,GioStyle (4L),Yes,No
KD-105-R6,Rush (3L),No,
KD-105-R6,Ice Packs,Yes,Yes
KD-106-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R1,Refrigerators,Yes,Yes
KD-106-R1,Temperature Monitoring Devices,Yes,Yes
KD-106-R1,Cold Boxes (6L),No,
KD-106-R1,GioStyle (4L),Yes,Yes
KD-106-R1,Rush (3L),No,
KD-106-R1,Ice Packs,Yes,Yes
KD-106-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R2,Refrigerators,Yes,Yes
KD-106-R2,Temperature Monitoring Devices,Yes,Yes
KD-106-R2,Cold Boxes (6L),No,
KD-106-R2,GioStyle (4L),Yes,Yes
KD-106-R2,Rush (3L),No,
KD-106-R2,Ice Packs,Yes,Yes
KD-106-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R3,Refrigerators,Yes,Yes
KD-106-R3,Temperature Monitoring Devices,Yes,Yes
KD-106-R3,Cold Boxes (6L),No,
KD-106-R3,GioStyle (4L),Yes,Yes
KD-106-R3,Rush (3L),No,
KD-106-R3,Ice Packs,Yes,Yes
KD-106-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R4,Refrigerators,Yes,Yes
KD-106-R4,Temperature Monitoring Devices,Yes,Yes
KD-106-R4,Cold Boxes (6L),No,
KD-106-R4,GioStyle (4L),Yes,Yes
KD-106-R4,Rush (3L),No,
KD-106-R4,Ice Packs,Yes,Yes
KD-106-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R5,Refrigerators,Yes,Yes
KD-106-R5,Temperature Monitoring Devices,Yes,Yes
KD-106-R5,Cold Boxes (6L),No,
KD-106-R5,GioStyle (4L),Yes,Yes
KD-106-R5,Rush (3L),No,
KD-106-R5,Ice Packs,Yes,Yes
KD-106-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-106-R6,Refrigerators,Yes,Yes
KD-106-R6,Temperature Monitoring Devices,Yes,Yes
KD-106-R6,Cold Boxes (6L),No,
KD-106-R6,GioStyle (4L),Yes,Yes
KD-106-R6,Rush (3L),No,
KD-106-R6,Ice Packs,Yes,No
KD-107-R1,Solar Refrigerators and Freezers,Yes,No
KD-107-R1,Refrigerators,Yes,No
KD-107-R1,Temperature Monitoring Devices,No,
KD-107-R1,Cold Boxes (6L),Yes,Yes
KD-107-R1,GioStyle (4L),No,
KD-107-R1,Rush (3L),No,
KD-107-R1,Ice Packs,No,
KD-107-R2,Solar Refrigerators and Freezers,Yes,Yes
KD-107-R2,Refrigerators,Yes,Yes
KD-107-R2,Temperature Monitoring Devices,No,
KD-107-R2,Cold Boxes (6L),Yes,Yes
KD-107-R2,GioStyle (4L),No,
KD-107-R2,Rush (3L),No,
KD-107-R2,Ice Packs,No,
KD-107-R3,Solar Refrigerators and Freezers,Yes,No
KD-107-R3,Refrigerators,Yes,Yes
KD-107-R3,Temperature Monitoring Devices,No,
KD-107-R3,Cold Boxes (6L),Yes,No
KD-107-R3,GioStyle (4L),No,
KD-107-R3,Rush (3L),No,
KD-107-R3,Ice Packs,No,
KD-107-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-107-R4,Refrigerators,Yes,Yes
KD-107-R4,Temperature Monitoring Devices,No,
KD-107-R4,Cold Boxes (6L),Yes,Yes
KD-107-R4,GioStyle (4L),No,
KD-107-R4,Rush (3L),No,
KD-107-R4,Ice Packs,No,
KD-107-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-107-R5,Refrigerators,Yes,No
KD-107-R5,Temperature Monitoring Devices,No,
KD-107-R5,Cold Boxes (6L),Yes,No
KD-107-R5,GioStyle (4L),No,
KD-107-R5,Rush (3L),No,
KD-107-R5,Ice Packs,No,
KD-107-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-107-R6,Refrigerators,Yes,Yes
KD-107-R6,Temperature Monitoring Devices,No,
KD-107-R6,Cold Boxes (6L),Yes,Yes
KD-107-R6,GioStyle (4L),No,
KD-107-R6,Rush (3L),No,
KD-107-R6,Ice Packs,No,
KD-108-R1,Solar Refrigerators and Freezers,Yes,Yes
KD-108-R1,Refrigerators,Yes,Yes
KD-108-R1,Temperature Monitoring Devices,Yes,No
KD-108-R1,Cold Boxes (6L),Yes,Yes
KD-108-R1,GioStyle (4L),No,
KD-108-R1,Rush (3L),Yes,Yes
KD-108-R1,Ice Packs,Yes,Yes
KD-108-R2,Solar Refrigerators and Freezers,Yes,No
KD-108-R2,Refrigerators,Yes,Yes
KD-108-R2,Temperature Monitoring Devices,Yes,Yes
KD-108-R2,Cold Boxes (6L),Yes,Yes
KD-108-R2,GioStyle (4L),No,
KD-108-R2,Rush (3L),Yes,Yes
KD-108-R2,Ice Packs,Yes,Yes
KD-108-R3,Solar Refrigerators and Freezers,Yes,Yes
KD-108-R3,Refrigerators,Yes,Yes
KD-108-R3,Temperature Monitoring Devices,Yes,No
KD-108-R3,Cold Boxes (6L),Yes,Yes
KD-108-R3,GioStyle (4L),No,
KD-108-R3,Rush (3L),Yes,Yes
KD-108-R3,Ice Packs,Yes,Yes
KD-108-R4,Solar Refrigerators and Freezers,Yes,Yes
KD-108-R4,Refrigerators,Yes,No
KD-108-R4,Temperature Monitoring Devices,Yes,Yes
KD-108-R4,Cold Boxes (6L),Yes,Yes
KD-108-R4,GioStyle (4L),No,
KD-108-R4,Rush (3L),Yes,No
KD-108-R4,Ice Packs,Yes,Yes
KD-108-R5,Solar Refrigerators and Freezers,Yes,Yes
KD-108-R5,Refrigerators,Yes,No
KD-108-R5,Temperature Monitoring Devices,Yes,Yes
KD-108-R5,Cold Boxes (6L),Yes,Yes
KD-108-R5,GioStyle (4L),No,
KD-108-R5,Rush (3L),Yes,Yes
KD-108-R5,Ice Packs,Yes,Yes
KD-108-R6,Solar Refrigerators and Freezers,Yes,Yes
KD-108-R6,Refrigerators,Yes,Yes
KD-108-R6,Temperature Monitoring Devices,Yes,Yes
KD-108-R6,Cold Boxes (6L),Yes,Yes
KD-108-R6,GioStyle (4L),No,
KD-108-R6,Rush (3L),Yes,Yes
KD-108-R6,Ice Packs,Yes,Yes
KD-109-R1,Solar Refrigerators and Freezers,No,
KD-109-R1,Refrigerators,No,
KD-109-R1,Temperature Monitoring Devices,No,
KD-109-R1,Cold Boxes (6L),No,
KD-109-R1,GioStyle (4L),No,
KD-109-R1,Rush (3L),No,
KD-109-R1,Ice Packs,No,
KD-109-R2,Solar Refrigerators and Freezers,No,
KD-109-R2,Refrigerators,No,
KD-109-R2,Temperature Monitoring Devices,No,
KD-109-R2,Cold Boxes (6L),No,
KD-109-R2,GioStyle (4L),No,
KD-109-R2,Rush (3L),No,
KD-109-R2,Ice Packs,No,
KD-109-R3,Solar Refrigerators and Freezers,No,
KD-109-R3,Refrigerators,No,
KD-109-R3,Temperature Monitoring Devices,No,
KD-109-R3,Cold Boxes (6L),No,
KD-109-R3,GioStyle (4L),No,
KD-109-R3,Rush (3L),No,
KD-109-R3,Ice Packs,No,
KD-109-R4,Solar Refrigerators and Freezers,No,
KD-109-R4,Refrigerators,No,
KD-109-R4,Temperature Monitoring Devices,No,
KD-109-R4,Cold Boxes (6L),No,
KD-109-R4,GioStyle (4L),No,
KD-109-R4,Rush (3L),No,
KD-109-R4,Ice Packs,No,
KD-109-R5,Solar Refrigerators and Freezers,No,
KD-109-R5,Refrigerators,No,
KD-109-R5,Temperature Monitoring Devices,No,
KD-109-R5,Cold Boxes (6L),No,
KD-109-R5,GioStyle (4L),No,
KD-109-R5,Rush (3L),No,
