visit_id,vaccine,in_stock,opening_balance_doses,doses_received,current_balance_doses,doses_used,supplier,physically_verified,most_dispensed_this_week,reason_most_dispensed
KD-090-R5,BCG,No,11,0,0,11,LGA,No,Yes,Catch-up campaign
KD-090-R5,HPV,No,9,0,0,9,LGA,No,No,
KD-090-R5,IPV,No,23,0,0,23,Zipline,No,Yes,Scheduled routine immunization session
KD-090-R5,MR,No,5,0,0,5,LGA,No,No,
KD-090-R5,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-090-R5,MCV,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-090-R5,OPV,Yes,22,70,44,48,LGA,Yes,Yes,Scheduled routine immunization session
KD-090-R5,YF,No,6,0,0,6,LGA,No,No,
KD-090-R5,PENTA,Yes,162,0,124,38,KDHSMA,No,No,
KD-090-R5,ROTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-090-R5,PCV,Yes,55,0,19,36,LGA,Yes,No,
KD-090-R6,BCG,Yes,0,40,19,21,LGA,Yes,Yes,Outreach session held this week
KD-090-R6,HPV,Yes,0,19,6,13,LGA,Yes,Yes,School-based session (HPV)
KD-090-R6,IPV,Yes,0,35,12,23,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-090-R6,MR,Yes,0,16,3,13,LGA,Yes,No,
KD-090-R6,MEN A,Yes,0,22,3,19,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-090-R6,MCV,Yes,0,36,19,17,LGA,Yes,Yes,Scheduled routine immunization session
KD-090-R6,OPV,Yes,44,56,58,42,LGA,Yes,Yes,Scheduled routine immunization session
KD-090-R6,YF,Yes,0,22,9,13,LGA,No,No,
KD-090-R6,PENTA,Yes,124,83,161,46,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-090-R6,ROTA,Yes,0,49,22,27,LGA,Yes,No,
KD-090-R6,PCV,Yes,19,86,68,37,Zipline,Yes,No,
KD-091-R1,BCG,Yes,135,77,177,35,LGA,Yes,No,
KD-091-R1,HPV,Yes,125,56,150,31,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R1,IPV,Yes,86,0,46,40,KDHSMA,Yes,No,
KD-091-R1,MR,Yes,102,0,56,46,LGA,Yes,Yes,High birth cohort this week
KD-091-R1,MEN A,Yes,139,0,111,28,KDHSMA,Yes,No,
KD-091-R1,MCV,Yes,205,62,230,37,KDHSMA,No,Yes,Scheduled routine immunization session
KD-091-R1,OPV,Yes,259,175,313,121,Zipline,Yes,Yes,Scheduled routine immunization session
KD-091-R1,YF,Yes,96,0,61,35,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R1,PENTA,Yes,277,177,350,104,LGA,Yes,Yes,High birth cohort this week
KD-091-R1,ROTA,Yes,393,120,443,70,LGA,Yes,Yes,High birth cohort this week
KD-091-R1,PCV,Yes,281,175,343,113,Zipline,Yes,Yes,Scheduled routine immunization session
KD-091-R2,BCG,Yes,177,78,197,58,Zipline,Yes,Yes,Outreach session held this week
KD-091-R2,HPV,Yes,150,0,131,19,LGA,Yes,No,
KD-091-R2,IPV,Yes,46,0,8,38,LGA,Yes,No,
KD-091-R2,MR,Yes,56,0,25,31,LGA,Yes,No,
KD-091-R2,MEN A,Yes,111,0,80,31,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R2,MCV,Yes,230,64,246,48,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R2,OPV,Yes,313,0,198,115,LGA,Yes,Yes,High birth cohort this week
KD-091-R2,YF,Yes,61,80,113,28,Zipline,Yes,No,
KD-091-R2,PENTA,Yes,350,0,256,94,KDHSMA,Yes,No,
KD-091-R2,ROTA,Yes,443,121,479,85,LGA,Yes,Yes,Catch-up campaign
KD-091-R2,PCV,Yes,343,0,224,119,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-091-R3,BCG,Yes,197,0,147,50,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R3,HPV,Yes,131,44,151,24,LGA,Yes,No,
KD-091-R3,IPV,No,8,0,0,8,Zipline,No,No,
KD-091-R3,MR,No,25,0,0,25,KDHSMA,No,Yes,Scheduled routine immunization session
KD-091-R3,MEN A,Yes,80,0,40,40,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R3,MCV,Yes,246,0,208,38,Zipline,Yes,Yes,Outreach session held this week
KD-091-R3,OPV,Yes,198,175,259,114,Zipline,Yes,Yes,Scheduled routine immunization session
KD-091-R3,YF,Yes,113,73,163,23,KDHSMA,Yes,No,
KD-091-R3,PENTA,Yes,256,0,137,119,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R3,ROTA,Yes,479,116,524,71,Zipline,Yes,Yes,Scheduled routine immunization session
KD-091-R3,PCV,Yes,224,192,294,122,Zipline,Yes,Yes,Scheduled routine immunization session
KD-091-R4,BCG,Yes,147,0,89,58,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R4,HPV,Yes,151,0,117,34,Zipline,Yes,Yes,High birth cohort this week
KD-091-R4,IPV,No,0,0,0,0,LGA,No,Yes,High birth cohort this week
KD-091-R4,MR,No,0,0,0,0,KDHSMA,No,Yes,Outreach session held this week
KD-091-R4,MEN A,Yes,40,44,56,28,LGA,Yes,No,
KD-091-R4,MCV,Yes,208,66,239,35,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R4,OPV,Yes,259,0,152,107,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R4,YF,Yes,163,0,129,34,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-091-R4,PENTA,Yes,137,0,26,111,LGA,No,Yes,Catch-up campaign
KD-091-R4,ROTA,Yes,524,0,452,72,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R4,PCV,Yes,294,0,173,121,LGA,Yes,Yes,Outreach session held this week
KD-091-R5,BCG,Yes,89,0,47,42,KDHSMA,Yes,No,
KD-091-R5,HPV,Yes,117,46,138,25,LGA,Yes,No,
KD-091-R5,IPV,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-091-R5,MR,No,0,0,0,0,LGA,No,No,
KD-091-R5,MEN A,Yes,56,53,77,32,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R5,MCV,Yes,239,0,202,37,LGA,Yes,Yes,Outreach session held this week
KD-091-R5,OPV,Yes,152,191,241,102,LGA,Yes,Yes,Outreach session held this week
KD-091-R5,YF,Yes,129,48,142,35,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R5,PENTA,Yes,26,165,62,129,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R5,ROTA,Yes,452,116,511,57,LGA,Yes,No,
KD-091-R5,PCV,Yes,173,0,50,123,LGA,Yes,Yes,Outreach session held this week
KD-091-R6,BCG,Yes,47,0,3,44,LGA,Yes,No,
KD-091-R6,HPV,Yes,138,44,156,26,KDHSMA,Yes,No,
KD-091-R6,IPV,Yes,0,101,35,66,LGA,Yes,Yes,School-based session (HPV)
KD-091-R6,MR,No,0,0,0,0,LGA,No,No,
KD-091-R6,MEN A,Yes,77,0,46,31,LGA,Yes,Yes,School-based session (HPV)
KD-091-R6,MCV,Yes,202,0,154,48,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R6,OPV,Yes,241,0,141,100,LGA,Yes,No,
KD-091-R6,YF,Yes,142,58,166,34,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R6,PENTA,Yes,62,201,153,110,LGA,Yes,Yes,Outreach session held this week
KD-091-R6,ROTA,Yes,511,136,568,79,LGA,Yes,Yes,Scheduled routine immunization session
KD-091-R6,PCV,Yes,50,178,95,133,Zipline,Yes,Yes,Scheduled routine immunization session
KD-095-R1,BCG,Yes,8,0,3,5,Zipline,No,No,
KD-095-R1,HPV,No,2,0,0,2,LGA,No,Yes,Outreach session held this week
KD-095-R1,IPV,Yes,15,0,10,5,KDHSMA,Yes,No,
KD-095-R1,MR,Yes,11,0,2,9,LGA,Yes,Yes,High birth cohort this week
KD-095-R1,MEN A,No,3,0,0,3,Zipline,No,Yes,Outreach session held this week
KD-095-R1,MCV,No,0,7,0,7,LGA,No,Yes,Scheduled routine immunization session
KD-095-R1,OPV,Yes,45,0,28,17,Zipline,Yes,Yes,High birth cohort this week
KD-095-R1,YF,Yes,8,12,14,6,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-095-R1,PENTA,Yes,26,0,17,9,LGA,Yes,No,
KD-095-R1,ROTA,Yes,19,0,13,6,LGA,Yes,No,
KD-095-R1,PCV,Yes,53,0,43,10,KDHSMA,Yes,No,
KD-095-R2,BCG,Yes,3,12,11,4,LGA,Yes,No,
KD-095-R2,HPV,No,0,3,0,3,LGA,No,No,
KD-095-R2,IPV,Yes,10,13,20,3,KDHSMA,Yes,No,
KD-095-R2,MR,No,2,7,0,9,LGA,No,Yes,Outreach session held this week
KD-095-R2,MEN A,No,0,0,0,0,KDHSMA,No,Yes,Outreach session held this week
KD-095-R2,MCV,No,0,0,0,0,KDHSMA,No,No,
KD-095-R2,OPV,Yes,28,25,38,15,Zipline,Yes,Yes,High birth cohort this week
KD-095-R2,YF,Yes,14,0,8,6,LGA,Yes,Yes,Scheduled routine immunization session
KD-095-R2,PENTA,No,17,0,0,17,LGA,No,Yes,Scheduled routine immunization session
KD-095-R2,ROTA,Yes,13,16,11,18,LGA,Yes,Yes,High birth cohort this week
KD-095-R2,PCV,Yes,43,24,51,16,Zipline,No,Yes,High birth cohort this week
KD-095-R3,BCG,Yes,11,12,14,9,LGA,Yes,Yes,Scheduled routine immunization session
KD-095-R3,HPV,No,0,0,0,0,Zipline,No,No,
KD-095-R3,IPV,Yes,20,0,14,6,LGA,Yes,No,
KD-095-R3,MR,Yes,0,7,3,4,LGA,Yes,No,
KD-095-R3,MEN A,Yes,0,9,7,2,Zipline,Yes,No,
KD-095-R3,MCV,Yes,0,9,3,6,LGA,Yes,Yes,Outreach session held this week
KD-095-R3,OPV,Yes,38,0,26,12,LGA,Yes,No,
KD-095-R3,YF,Yes,8,0,5,3,KDHSMA,Yes,No,
KD-095-R3,PENTA,Yes,0,25,5,20,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-095-R3,ROTA,No,11,0,0,11,KDHSMA,No,Yes,School-based session (HPV)
KD-095-R3,PCV,Yes,51,0,38,13,LGA,Yes,No,
KD-095-R4,BCG,Yes,14,13,20,7,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-095-R4,HPV,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-095-R4,IPV,Yes,14,0,8,6,LGA,No,No,
KD-095-R4,MR,Yes,3,7,3,7,KDHSMA,Yes,Yes,Outreach session held this week
KD-095-R4,MEN A,No,7,0,0,7,LGA,No,Yes,High birth cohort this week
KD-095-R4,MCV,Yes,3,5,8,0,LGA,Yes,No,
KD-095-R4,OPV,Yes,26,0,8,18,LGA,Yes,Yes,Outreach session held this week
KD-095-R4,YF,Yes,5,5,1,9,LGA,Yes,Yes,Scheduled routine immunization session
KD-095-R4,PENTA,Yes,5,22,10,17,LGA,Yes,Yes,High birth cohort this week
KD-095-R4,ROTA,Yes,0,18,10,8,LGA,Yes,No,
KD-095-R4,PCV,Yes,38,16,40,14,LGA,Yes,No,
KD-095-R5,BCG,Yes,20,0,14,6,Zipline,No,No,
KD-095-R5,HPV,Yes,0,7,3,4,LGA,Yes,Yes,Catch-up campaign
KD-095-R5,IPV,Yes,8,14,15,7,LGA,Yes,No,
KD-095-R5,MR,Yes,3,18,15,6,Zipline,Yes,Yes,Scheduled routine immunization session
KD-095-R5,MEN A,No,0,4,0,4,KDHSMA,No,Yes,Scheduled routine immunization session
KD-095-R5,MCV,Yes,8,4,5,7,Zipline,Yes,Yes,High birth cohort this week
KD-095-R5,OPV,Yes,8,23,12,19,LGA,Yes,Yes,Scheduled routine immunization session
KD-095-R5,YF,No,1,8,0,9,Zipline,No,Yes,Scheduled routine immunization session
KD-095-R5,PENTA,No,10,0,0,10,LGA,No,No,
KD-095-R5,ROTA,No,10,0,0,10,LGA,No,Yes,Catch-up campaign
KD-095-R5,PCV,Yes,40,0,21,19,LGA,Yes,Yes,Scheduled routine immunization session
KD-095-R6,BCG,Yes,14,8,17,5,LGA,Yes,No,
KD-095-R6,HPV,Yes,3,10,10,3,LGA,Yes,No,
KD-095-R6,IPV,Yes,15,0,3,12,Zipline,Yes,Yes,Scheduled routine immunization session
KD-095-R6,MR,Yes,15,8,17,6,LGA,Yes,Yes,Outreach session held this week
KD-095-R6,MEN A,No,0,0,0,0,KDHSMA,No,No,
KD-095-R6,MCV,No,5,0,0,5,LGA,No,Yes,Scheduled routine immunization session
KD-095-R6,OPV,Yes,12,21,16,17,KDHSMA,Yes,Yes,Catch-up campaign
KD-095-R6,YF,No,0,0,0,0,LGA,No,Yes,Catch-up campaign
KD-095-R6,PENTA,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-095-R6,ROTA,Yes,0,10,3,7,LGA,Yes,No,
KD-095-R6,PCV,Yes,21,0,4,17,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R1,BCG,No,7,0,0,7,KDHSMA,No,Yes,Scheduled routine immunization session
KD-097-R1,HPV,Yes,3,12,11,4,Zipline,Yes,Yes,School-based session (HPV)
KD-097-R1,IPV,Yes,18,0,14,4,LGA,Yes,No,
KD-097-R1,MR,No,1,0,0,1,LGA,No,No,
KD-097-R1,MEN A,No,3,0,0,3,LGA,No,No,
KD-097-R1,MCV,Yes,9,6,12,3,Zipline,Yes,No,
KD-097-R1,OPV,Yes,14,20,20,14,LGA,Yes,No,
KD-097-R1,YF,No,3,0,0,3,LGA,No,Yes,Outreach session held this week
KD-097-R1,PENTA,Yes,0,23,6,17,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-097-R1,ROTA,Yes,17,0,4,13,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R1,PCV,Yes,13,35,31,17,LGA,Yes,Yes,High birth cohort this week
KD-097-R2,BCG,Yes,0,11,8,3,LGA,No,No,
KD-097-R2,HPV,Yes,11,0,5,6,LGA,Yes,Yes,Outreach session held this week
KD-097-R2,IPV,Yes,14,15,23,6,KDHSMA,Yes,No,
KD-097-R2,MR,No,0,0,0,0,KDHSMA,No,No,
KD-097-R2,MEN A,No,0,0,0,0,LGA,No,No,
KD-097-R2,MCV,Yes,12,11,17,6,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R2,OPV,Yes,20,0,4,16,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R2,YF,No,0,0,0,0,LGA,No,No,
KD-097-R2,PENTA,Yes,6,20,4,22,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R2,ROTA,Yes,4,16,14,6,Zipline,Yes,No,
KD-097-R2,PCV,Yes,31,0,10,21,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R3,BCG,Yes,8,11,11,8,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R3,HPV,Yes,5,8,6,7,KDHSMA,Yes,Yes,School-based session (HPV)
KD-097-R3,IPV,Yes,23,0,15,8,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-097-R3,MR,No,0,8,0,8,Zipline,No,Yes,Scheduled routine immunization session
KD-097-R3,MEN A,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-097-R3,MCV,Yes,17,8,21,4,Zipline,No,No,
KD-097-R3,OPV,No,4,0,0,4,LGA,No,Yes,Scheduled routine immunization session
KD-097-R3,YF,No,0,0,0,0,KDHSMA,No,No,
KD-097-R3,PENTA,No,4,0,0,4,LGA,No,Yes,Scheduled routine immunization session
KD-097-R3,ROTA,Yes,14,18,14,18,Zipline,No,Yes,High birth cohort this week
KD-097-R3,PCV,Yes,10,28,30,8,LGA,Yes,No,
KD-097-R4,BCG,Yes,11,0,3,8,LGA,No,Yes,Scheduled routine immunization session
KD-097-R4,HPV,No,6,0,0,6,Zipline,No,Yes,School-based session (HPV)
KD-097-R4,IPV,Yes,15,7,7,15,LGA,Yes,Yes,Scheduled routine immunization session
KD-097-R4,MR,No,0,0,0,0,Zipline,No,No,
KD-097-R4,MEN A,No,0,0,0,0,KDHSMA,No,No,
KD-097-R4,MCV,Yes,21,0,18,3,LGA,Yes,No,
KD-097-R4,OPV,Yes,0,23,3,20,LGA,No,Yes,Scheduled routine immunization session
KD-097-R4,YF,No,0,0,0,0,Zipline,No,Yes,Scheduled routine immunization session
KD-097-R4,PENTA,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-097-R4,ROTA,Yes,14,0,8,6,LGA,Yes,No,
KD-097-R4,PCV,Yes,30,0,16,14,Zipline,Yes,No,
KD-097-R5,BCG,Yes,3,8,5,6,KDHSMA,No,No,
KD-097-R5,HPV,No,0,0,0,0,KDHSMA,No,Yes,Catch-up campaign
KD-097-R5,IPV,Yes,7,10,11,6,LGA,Yes,No,
KD-097-R5,MR,No,0,0,0,0,KDHSMA,No,Yes,Catch-up campaign
KD-097-R5,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-097-R5,MCV,Yes,18,6,18,6,LGA,Yes,Yes,School-based session (HPV)
KD-097-R5,OPV,No,3,0,0,3,LGA,No,Yes,Scheduled routine immunization session
KD-097-R5,YF,No,0,6,0,6,LGA,No,Yes,School-based session (HPV)
KD-097-R5,PENTA,Yes,0,35,25,10,LGA,Yes,No,
KD-097-R5,ROTA,Yes,8,17,17,8,LGA,Yes,No,
KD-097-R5,PCV,Yes,16,28,25,19,LGA,Yes,Yes,Outreach session held this week
KD-097-R6,BCG,No,5,0,0,5,LGA,No,Yes,Scheduled routine immunization session
KD-097-R6,HPV,Yes,0,5,1,4,LGA,Yes,Yes,School-based session (HPV)
KD-097-R6,IPV,Yes,11,0,7,4,LGA,Yes,No,
KD-097-R6,MR,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-097-R6,MEN A,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-097-R6,MCV,Yes,18,0,12,6,KDHSMA,Yes,Yes,Outreach session held this week
KD-097-R6,OPV,No,0,0,0,0,KDHSMA,No,No,
KD-097-R6,YF,No,0,0,0,0,Zipline,No,Yes,Scheduled routine immunization session
KD-097-R6,PENTA,Yes,25,29,28,26,LGA,Yes,Yes,School-based session (HPV)
KD-097-R6,ROTA,Yes,17,0,3,14,LGA,Yes,Yes,Outreach session held this week
KD-097-R6,PCV,Yes,25,0,10,15,LGA,Yes,Yes,Outreach session held this week
KD-098-R1,BCG,Yes,2,22,14,10,KDHSMA,No,No,
KD-098-R1,HPV,Yes,10,0,1,9,LGA,Yes,Yes,High birth cohort this week
KD-098-R1,IPV,Yes,30,22,38,14,Zipline,Yes,Yes,Scheduled routine immunization session
KD-098-R1,MR,Yes,12,0,5,7,KDHSMA,Yes,No,
KD-098-R1,MEN A,No,5,0,0,5,LGA,No,Yes,Outreach session held this week
KD-098-R1,MCV,Yes,19,13,26,6,LGA,Yes,No,
KD-098-R1,OPV,Yes,94,0,76,18,LGA,Yes,No,
KD-098-R1,YF,No,11,0,0,11,KDHSMA,No,Yes,Scheduled routine immunization session
KD-098-R1,PENTA,Yes,47,0,19,28,KDHSMA,No,Yes,Outreach session held this week
KD-098-R1,ROTA,Yes,38,26,48,16,LGA,Yes,No,
KD-098-R1,PCV,Yes,35,0,8,27,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-098-R2,BCG,No,14,0,0,14,LGA,No,Yes,Outreach session held this week
KD-098-R2,HPV,No,1,0,0,1,LGA,No,Yes,School-based session (HPV)
KD-098-R2,IPV,Yes,38,18,48,8,LGA,Yes,No,
KD-098-R2,MR,No,5,0,0,5,LGA,No,Yes,Scheduled routine immunization session
KD-098-R2,MEN A,Yes,0,10,2,8,LGA,Yes,Yes,Scheduled routine immunization session
KD-098-R2,MCV,Yes,26,0,13,13,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-098-R2,OPV,Yes,76,0,56,20,LGA,Yes,No,
KD-098-R2,YF,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-098-R2,PENTA,No,19,0,0,19,LGA,No,No,
KD-098-R2,ROTA,Yes,48,25,59,14,Zipline,Yes,No,
KD-098-R2,PCV,No,8,0,0,8,KDHSMA,No,Yes,High birth cohort this week
KD-098-R3,BCG,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R3,HPV,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-098-R3,IPV,Yes,48,0,35,13,LGA,No,Yes,Scheduled routine immunization session
KD-098-R3,MR,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-098-R3,MEN A,No,2,0,0,2,Zipline,No,Yes,School-based session (HPV)
KD-098-R3,MCV,Yes,13,0,6,7,LGA,Yes,No,
KD-098-R3,OPV,Yes,56,0,25,31,Zipline,Yes,Yes,High birth cohort this week
KD-098-R3,YF,No,0,0,0,0,LGA,No,No,
KD-098-R3,PENTA,Yes,0,42,11,31,Zipline,Yes,Yes,Scheduled routine immunization session
KD-098-R3,ROTA,Yes,59,0,43,16,LGA,Yes,No,
KD-098-R3,PCV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R4,BCG,No,0,0,0,0,Zipline,No,No,
KD-098-R4,HPV,No,0,0,0,0,Zipline,No,Yes,School-based session (HPV)
KD-098-R4,IPV,Yes,35,0,19,16,LGA,Yes,Yes,Outreach session held this week
KD-098-R4,MR,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R4,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R4,MCV,No,6,0,0,6,LGA,No,Yes,School-based session (HPV)
KD-098-R4,OPV,Yes,25,49,53,21,LGA,Yes,No,
KD-098-R4,YF,Yes,0,23,15,8,LGA,Yes,No,
KD-098-R4,PENTA,No,11,0,0,11,LGA,No,Yes,Outreach session held this week
KD-098-R4,ROTA,Yes,43,0,11,32,LGA,Yes,Yes,Scheduled routine immunization session
KD-098-R4,PCV,Yes,0,48,13,35,KDHSMA,No,Yes,Scheduled routine immunization session
KD-098-R5,BCG,No,0,0,0,0,LGA,No,No,
KD-098-R5,HPV,No,0,0,0,0,Zipline,No,No,
KD-098-R5,IPV,Yes,19,0,5,14,Zipline,Yes,Yes,Scheduled routine immunization session
KD-098-R5,MR,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R5,MEN A,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R5,MCV,No,0,0,0,0,LGA,No,No,
KD-098-R5,OPV,Yes,53,0,26,27,KDHSMA,No,Yes,Scheduled routine immunization session
KD-098-R5,YF,Yes,15,22,23,14,LGA,Yes,Yes,High birth cohort this week
KD-098-R5,PENTA,Yes,0,53,32,21,LGA,Yes,No,
KD-098-R5,ROTA,Yes,11,27,18,20,LGA,Yes,Yes,Scheduled routine immunization session
KD-098-R5,PCV,Yes,13,52,41,24,LGA,Yes,No,
KD-098-R6,BCG,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R6,HPV,No,0,0,0,0,KDHSMA,No,Yes,High birth cohort this week
KD-098-R6,IPV,No,5,0,0,5,KDHSMA,No,Yes,High birth cohort this week
KD-098-R6,MR,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-098-R6,MEN A,No,0,0,0,0,LGA,No,Yes,Outreach session held this week
KD-098-R6,MCV,No,0,0,0,0,KDHSMA,No,Yes,Outreach session held this week
KD-098-R6,OPV,No,26,0,0,26,KDHSMA,No,Yes,Scheduled routine immunization session
KD-098-R6,YF,Yes,23,18,32,9,LGA,Yes,Yes,Scheduled routine immunization session
KD-098-R6,PENTA,Yes,32,0,4,28,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-098-R6,ROTA,Yes,18,25,27,16,LGA,Yes,No,
KD-098-R6,PCV,Yes,41,0,11,30,LGA,Yes,Yes,Outreach session held this week
KD-099-R1,BCG,Yes,12,37,35,14,LGA,Yes,No,
KD-099-R1,HPV,Yes,17,18,26,9,LGA,Yes,No,
KD-099-R1,IPV,No,19,0,0,19,Zipline,No,Yes,Outreach session held this week
KD-099-R1,MR,Yes,29,26,45,10,Zipline,Yes,No,
KD-099-R1,MEN A,Yes,4,17,4,17,Zipline,Yes,Yes,High birth cohort this week
KD-099-R1,MCV,Yes,17,18,28,7,KDHSMA,No,No,
KD-099-R1,OPV,Yes,52,73,83,42,KDHSMA,No,Yes,High birth cohort this week
KD-099-R1,YF,Yes,28,27,40,15,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R1,PENTA,Yes,69,91,116,44,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R1,ROTA,No,9,0,0,9,KDHSMA,No,Yes,Outreach session held this week
KD-099-R1,PCV,Yes,90,96,136,50,KDHSMA,Yes,Yes,Outreach session held this week
KD-099-R2,BCG,Yes,35,0,15,20,LGA,Yes,Yes,Outreach session held this week
KD-099-R2,HPV,Yes,26,0,17,9,LGA,Yes,No,
KD-099-R2,IPV,Yes,0,41,21,20,Zipline,Yes,No,
KD-099-R2,MR,Yes,45,17,48,14,KDHSMA,Yes,Yes,High birth cohort this week
KD-099-R2,MEN A,Yes,4,29,14,19,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R2,MCV,Yes,28,22,38,12,LGA,Yes,No,
KD-099-R2,OPV,Yes,83,65,107,41,LGA,Yes,Yes,Outreach session held this week
KD-099-R2,YF,Yes,40,23,51,12,LGA,Yes,No,
KD-099-R2,PENTA,Yes,116,0,63,53,KDHSMA,Yes,Yes,Outreach session held this week
KD-099-R2,ROTA,Yes,0,55,26,29,LGA,Yes,Yes,High birth cohort this week
KD-099-R2,PCV,Yes,136,84,185,35,LGA,Yes,No,
KD-099-R3,BCG,Yes,15,33,31,17,KDHSMA,Yes,No,
KD-099-R3,HPV,No,17,0,0,17,LGA,No,Yes,Outreach session held this week
KD-099-R3,IPV,No,21,0,0,21,KDHSMA,No,Yes,Outreach session held this week
KD-099-R3,MR,Yes,48,0,30,18,LGA,Yes,Yes,Catch-up campaign
KD-099-R3,MEN A,Yes,14,0,4,10,LGA,Yes,No,
KD-099-R3,MCV,Yes,38,18,45,11,LGA,Yes,No,
KD-099-R3,OPV,Yes,107,0,63,44,LGA,Yes,Yes,School-based session (HPV)
KD-099-R3,YF,Yes,51,26,56,21,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R3,PENTA,Yes,63,0,8,55,LGA,Yes,Yes,Outreach session held this week
KD-099-R3,ROTA,No,26,0,0,26,Zipline,No,Yes,High birth cohort this week
KD-099-R3,PCV,Yes,185,0,134,51,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R4,BCG,Yes,31,0,11,20,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R4,HPV,No,0,0,0,0,LGA,No,Yes,School-based session (HPV)
KD-099-R4,IPV,No,0,0,0,0,LGA,No,Yes,Scheduled routine immunization session
KD-099-R4,MR,Yes,30,0,19,11,LGA,Yes,No,
KD-099-R4,MEN A,No,4,0,0,4,Zipline,No,No,
KD-099-R4,MCV,Yes,45,0,30,15,KDHSMA,Yes,Yes,Scheduled routine immunization session
KD-099-R4,OPV,Yes,63,0,29,34,LGA,Yes,No,
KD-099-R4,YF,Yes,56,0,44,12,LGA,Yes,No,
KD-099-R4,PENTA,Yes,8,64,39,33,LGA,Yes,No,
KD-099-R4,ROTA,No,0,0,0,0,KDHSMA,No,Yes,Scheduled routine immunization session
KD-099-R4,PCV,Yes,134,0,89,45,LGA,Yes,Yes,Scheduled routine immunization session
KD-099-R5,BCG,Yes,11,25,19,17,LGA,Yes,No,
KD-099-R5,HPV,Yes,0,18,7,11,Zipline,Yes,No,
