visit_id,cadre,reason,staff_count
KD-084-R3,Nurse/Midwife,Dissatisfaction with Job,1
KD-084-R3,CHO,Dissatisfaction with Salary and Benefits,1
KD-084-R3,CHEW,Shift,1
KD-084-R3,CHEW,Funeral,1
KD-084-R3,JCHEW,Weddings,1
KD-084-R3,JCHEW,Transportation Problems,1
KD-084-R4,Medical Officer,Shift,1
KD-084-R4,Medical Officer,High Workload and Stress,1
KD-084-R4,Medical Officer,Access to Salary,1
KD-084-R4,Nurse/Midwife,Dissatisfaction with Job,2
KD-084-R4,Nurse/Midwife,Access to Salary,1
KD-084-R4,CHO,High Workload and Stress,2
KD-084-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-084-R4,CHEW,Workplace Conflict,1
KD-084-R4,CHEW,Access to Salary,1
KD-084-R4,JCHEW,Access to Salary,1
KD-084-R4,JCHEW,Weddings,1
KD-084-R4,Medical Lab Technician,Personal Health Issues,1
KD-084-R4,Medical Records Officer,Transportation Problems,1
KD-084-R5,Nurse/Midwife,Shift,2
KD-084-R5,Nurse/Midwife,Meetings,1
KD-084-R5,Nurse/Midwife,Funeral,1
KD-084-R5,CHO,Family Responsibilities,1
KD-084-R5,CHEW,Workshop and Training,1
KD-084-R5,Medical Lab Technician,Funeral,1
KD-084-R5,Pharmacy Technician,Transportation Problems,1
KD-084-R5,Pharmacy Technician,Personal Health Issues,1
KD-084-R6,Nurse/Midwife,Meetings,1
KD-084-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-084-R6,CHO,Transportation Problems,1
KD-084-R6,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-084-R6,JCHEW,Family Responsibilities,1
KD-084-R6,JCHEW,Personal Health Issues,1
KD-084-R6,JCHEW,Policy and Governance Issues,1
KD-084-R6,Medical Lab Technician,Shift,1
KD-084-R6,Medical Lab Technician,Transportation Problems,1
KD-084-R6,Medical Records Officer,Family Responsibilities,1
KD-084-R6,Environmental Health Officer,Funeral,1
KD-085-R1,CHEW,Shift,1
KD-085-R2,Medical Officer,Crime,1
KD-085-R2,Nurse/Midwife,Funeral,1
KD-085-R2,CHEW,Shift,1
KD-085-R3,CHEW,Access to Salary,1
KD-085-R3,CHEW,Personal Health Issues,1
KD-085-R3,JCHEW,Shift,1
KD-085-R4,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-085-R4,Medical Officer,Meetings,1
KD-085-R4,Medical Officer,Dissatisfaction with Salary and Benefits,1
KD-085-R4,Nurse/Midwife,Shift,1
KD-085-R4,CHEW,Dissatisfaction with Salary and Benefits,1
KD-085-R4,CHEW,Funeral,1
KD-085-R4,CHEW,Family Responsibilities,1
KD-085-R5,CHEW,Shift,1
KD-085-R5,CHEW,Weddings,1
KD-085-R5,JCHEW,Access to Salary,1
KD-085-R5,Medical Lab Technician,Shift,1
KD-085-R6,Medical Officer,Shift,1
KD-085-R6,Medical Officer,Long Distance to Workplace,1
KD-085-R6,Nurse/Midwife,Transportation Problems,1
KD-085-R6,CHEW,Unrest,1
KD-085-R6,JCHEW,Access to Salary,1
KD-086-R1,Medical Records Officer,Access to Salary,1
KD-086-R3,CHEW,Meetings,1
KD-086-R3,Medical Records Officer,Unrest,1
KD-086-R4,CHEW,Personal Health Issues,1
KD-086-R5,CHEW,Funeral,1
KD-086-R5,Medical Records Officer,Family Responsibilities,1
KD-086-R6,CHEW,Transportation Problems,1
KD-087-R2,Nurse/Midwife,Meetings,1
KD-087-R2,Medical Records Officer,Meetings,1
KD-087-R3,CHEW,Workplace Conflict,1
KD-087-R4,CHEW,Dissatisfaction with Job,1
KD-087-R5,CHEW,Dissatisfaction with Salary and Benefits,1
KD-087-R5,Medical Lab Technician,Meetings,1
KD-087-R6,Nurse/Midwife,Workshop and Training,1
KD-087-R6,Medical Records Officer,Workplace Conflict,1
KD-087-R6,Pharmacy Technician,Long Distance to Workplace,1
KD-088-R1,CHEW,Policy and Governance Issues,1
KD-088-R1,JCHEW,Poor Health Facility Infrastructure,1
KD-088-R2,Nurse/Midwife,Access to Salary,1
KD-088-R2,JCHEW,Workshop and Training,1
KD-088-R3,CHEW,Funeral,1
KD-088-R3,CHEW,Access to Salary,1
KD-088-R3,JCHEW,Transportation Problems,1
KD-088-R3,Medical Lab Technician,Access to Salary,1
KD-088-R3,Medical Lab Technician,Family Responsibilities,1
KD-088-R3,Medical Records Officer,Crime,1
KD-088-R3,Pharmacy Technician,Personal Health Issues,1
KD-088-R4,Nurse/Midwife,Policy and Governance Issues,1
KD-088-R4,Nurse/Midwife,Funeral,1
KD-088-R4,CHEW,Transportation Problems,1
KD-088-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-088-R4,Environmental Health Officer,Meetings,1
KD-088-R5,Nurse/Midwife,Funeral,1
KD-088-R5,Nurse/Midwife,High Workload and Stress,1
KD-088-R5,CHEW,Dissatisfaction with Salary and Benefits,1
KD-088-R5,CHEW,Access to Salary,1
KD-088-R5,CHEW,Meetings,1
KD-088-R5,JCHEW,Long Distance to Workplace,1
KD-088-R5,Pharmacy Technician,Transportation Problems,1
KD-088-R5,Environmental Health Officer,Unrest,1
KD-088-R6,Nurse/Midwife,Workshop and Training,1
KD-088-R6,CHEW,Policy and Governance Issues,1
KD-088-R6,CHEW,Family Responsibilities,1
KD-088-R6,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-088-R6,Medical Lab Technician,Meetings,1
KD-088-R6,Pharmacy Technician,Shift,1
KD-088-R6,Environmental Health Officer,Policy and Governance Issues,1
KD-089-R1,CHEW,Shift,1
KD-089-R1,CHEW,Family Responsibilities,1
KD-089-R2,Nurse/Midwife,Unrest,1
KD-089-R2,CHO,Family Responsibilities,1
KD-089-R2,CHEW,Unrest,1
KD-089-R2,CHEW,Shift,1
KD-089-R2,CHEW,Personal Health Issues,1
KD-089-R2,CHEW,Funeral,1
KD-089-R2,CHEW,Family Responsibilities,1
KD-089-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-089-R3,CHEW,Workshop and Training,1
KD-089-R3,CHEW,Transportation Problems,1
KD-089-R3,JCHEW,Poor Health Facility Infrastructure,1
KD-089-R4,Nurse/Midwife,High Workload and Stress,1
KD-089-R4,CHEW,Shift,1
KD-089-R4,CHEW,Long Distance to Workplace,1
KD-089-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-089-R4,CHEW,Access to Salary,1
KD-089-R4,JCHEW,Personal Health Issues,1
KD-089-R5,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-089-R5,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-089-R5,CHEW,Workshop and Training,1
KD-090-R1,Nurse/Midwife,Policy and Governance Issues,1
KD-090-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-090-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-090-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-090-R1,JCHEW,Workshop and Training,1
KD-090-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-090-R2,Nurse/Midwife,Transportation Problems,1
KD-090-R2,CHEW,Weddings,1
KD-090-R2,CHEW,Lack of Professional Development Opportunities,1
KD-090-R3,Medical Officer,Unrest,1
KD-090-R3,Nurse/Midwife,Family Responsibilities,1
KD-090-R3,Nurse/Midwife,Unrest,1
KD-090-R3,Nurse/Midwife,Personal Health Issues,1
KD-090-R3,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-090-R3,CHEW,Unrest,1
KD-090-R3,CHEW,Weddings,1
KD-090-R3,JCHEW,Personal Health Issues,1
KD-090-R3,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-090-R3,Pharmacy Technician,Unrest,1
KD-090-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-090-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-090-R4,Medical Records Officer,Family Responsibilities,1
KD-090-R4,Pharmacy Technician,Transportation Problems,1
KD-090-R5,Nurse/Midwife,Dissatisfaction with Job,1
KD-090-R5,CHEW,Personal Health Issues,1
KD-090-R6,Nurse/Midwife,Funeral,1
KD-090-R6,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-090-R6,CHEW,Access to Salary,1
KD-090-R6,CHEW,Funeral,1
KD-090-R6,Medical Records Officer,Access to Salary,1
KD-090-R6,Pharmacy Technician,Dissatisfaction with Job,1
KD-091-R1,Medical Officer,Poor Health Facility Infrastructure,2
KD-091-R1,Medical Officer,Access to Salary,1
KD-091-R1,Nurse/Midwife,Meetings,2
KD-091-R1,Nurse/Midwife,Access to Salary,2
KD-091-R1,Nurse/Midwife,Dissatisfaction with Job,2
KD-091-R1,Nurse/Midwife,Personal Health Issues,1
KD-091-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-091-R1,Nurse/Midwife,Shift,1
KD-091-R1,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R1,Nurse/Midwife,Funeral,1
KD-091-R1,Nurse/Midwife,Long Distance to Workplace,1
KD-091-R1,CHO,Meetings,1
KD-091-R1,CHO,Funeral,1
KD-091-R1,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R1,CHEW,Family Responsibilities,1
KD-091-R1,Medical Lab Technician,Access to Salary,1
KD-091-R1,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R1,Environmental Health Officer,Meetings,1
KD-091-R1,Environmental Health Officer,Shift,1
KD-091-R2,Medical Officer,Shift,1
KD-091-R2,Medical Officer,Dissatisfaction with Salary and Benefits,1
KD-091-R2,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R2,Medical Officer,Meetings,1
KD-091-R2,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-091-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R2,CHO,Unrest,1
KD-091-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R2,CHEW,Dissatisfaction with Job,1
KD-091-R2,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R2,JCHEW,Shift,1
KD-091-R2,Medical Lab Technician,Shift,1
KD-091-R2,Medical Records Officer,Workshop and Training,1
KD-091-R2,Environmental Health Officer,Personal Health Issues,1
KD-091-R3,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",3
KD-091-R3,Medical Officer,Dissatisfaction with Salary and Benefits,1
KD-091-R3,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",2
KD-091-R3,Nurse/Midwife,Long Distance to Workplace,2
KD-091-R3,Nurse/Midwife,Transportation Problems,1
KD-091-R3,Nurse/Midwife,Weddings,1
KD-091-R3,Nurse/Midwife,Shift,1
KD-091-R3,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-091-R3,CHO,Dissatisfaction with Salary and Benefits,1
KD-091-R3,CHO,Workshop and Training,1
KD-091-R3,CHEW,Access to Salary,1
KD-091-R3,JCHEW,Personal Health Issues,1
KD-091-R3,Medical Lab Technician,Access to Salary,1
KD-091-R3,Medical Lab Technician,Personal Health Issues,1
KD-091-R3,Medical Lab Technician,Dissatisfaction with Job,1
KD-091-R3,Medical Lab Technician,Poor Health Facility Infrastructure,1
KD-091-R3,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R3,Medical Records Officer,Weddings,1
KD-091-R3,Medical Records Officer,Transportation Problems,1
KD-091-R3,Medical Records Officer,Funeral,1
KD-091-R3,Pharmacy Technician,Access to Salary,2
KD-091-R3,Pharmacy Technician,Family Responsibilities,1
KD-091-R3,Environmental Health Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R4,Medical Officer,Funeral,2
KD-091-R4,Medical Officer,High Workload and Stress,1
KD-091-R4,Medical Officer,Family Responsibilities,1
KD-091-R4,Nurse/Midwife,Transportation Problems,3
KD-091-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-091-R4,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-091-R4,CHO,Shift,1
KD-091-R4,CHEW,Policy and Governance Issues,1
KD-091-R4,CHEW,Transportation Problems,1
KD-091-R4,JCHEW,Family Responsibilities,1
KD-091-R4,Medical Lab Technician,Meetings,1
KD-091-R4,Medical Lab Technician,Family Responsibilities,1
KD-091-R4,Medical Lab Technician,Workshop and Training,1
KD-091-R4,Medical Records Officer,Shift,1
KD-091-R4,Medical Records Officer,Access to Salary,1
KD-091-R4,Environmental Health Officer,Access to Salary,1
KD-091-R5,Medical Officer,Policy and Governance Issues,1
KD-091-R5,Medical Officer,Weddings,1
KD-091-R5,Nurse/Midwife,Long Distance to Workplace,1
KD-091-R5,Nurse/Midwife,Transportation Problems,1
KD-091-R5,Nurse/Midwife,Meetings,1
KD-091-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R5,CHO,Lack of Professional Development Opportunities,1
KD-091-R5,CHO,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R5,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",2
KD-091-R5,Environmental Health Officer,Dissatisfaction with Job,1
KD-091-R5,Environmental Health Officer,Lack of Professional Development Opportunities,1
KD-091-R6,Medical Officer,Workshop and Training,1
KD-091-R6,Medical Officer,Access to Salary,1
KD-091-R6,Medical Officer,Funeral,1
KD-091-R6,Nurse/Midwife,Shift,1
KD-091-R6,Nurse/Midwife,Transportation Problems,1
KD-091-R6,Nurse/Midwife,Meetings,1
KD-091-R6,Nurse/Midwife,Weddings,1
KD-091-R6,CHO,Dissatisfaction with Job,1
KD-091-R6,CHO,Personal Health Issues,1
KD-091-R6,CHO,Access to Salary,1
KD-091-R6,CHEW,Access to Salary,1
KD-091-R6,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-091-R6,Medical Lab Technician,Personal Health Issues,1
KD-091-R6,Medical Lab Technician,Workshop and Training,1
KD-091-R6,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-091-R6,Medical Lab Technician,Access to Salary,1
KD-091-R6,Pharmacy Technician,Family Responsibilities,1
KD-091-R6,Pharmacy Technician,Funeral,1
KD-092-R1,CHEW,Dissatisfaction with Salary and Benefits,1
KD-092-R1,JCHEW,Access to Salary,1
KD-092-R3,JCHEW,Meetings,1
KD-092-R4,CHO,Meetings,1
KD-092-R4,CHEW,Long Distance to Workplace,1
KD-092-R4,JCHEW,Personal Health Issues,1
KD-092-R5,CHO,Meetings,1
KD-094-R1,CHEW,Transportation Problems,1
KD-094-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R2,CHEW,Shift,1
KD-094-R2,CHEW,Dissatisfaction with Salary and Benefits,1
KD-094-R2,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R2,JCHEW,Family Responsibilities,1
KD-094-R2,JCHEW,Workplace Conflict,1
KD-094-R2,JCHEW,Dissatisfaction with Job,1
KD-094-R2,Medical Records Officer,Meetings,1
KD-094-R2,Pharmacy Technician,Family Responsibilities,1
KD-094-R3,Medical Officer,Meetings,1
KD-094-R3,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R3,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-094-R3,Nurse/Midwife,Workshop and Training,1
KD-094-R3,CHEW,Dissatisfaction with Job,1
KD-094-R3,CHEW,Lack of Professional Development Opportunities,1
KD-094-R3,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R4,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R4,JCHEW,Transportation Problems,1
KD-094-R4,JCHEW,Long Distance to Workplace,1
KD-094-R4,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-094-R4,Pharmacy Technician,Meetings,1
KD-094-R5,Nurse/Midwife,Workshop and Training,1
KD-094-R5,Nurse/Midwife,Family Responsibilities,1
KD-094-R5,CHO,High Workload and Stress,1
KD-094-R5,CHEW,Access to Salary,1
KD-094-R5,CHEW,Family Responsibilities,1
KD-094-R5,Pharmacy Technician,Lack of Professional Development Opportunities,1
KD-094-R5,Pharmacy Technician,Workshop and Training,1
KD-094-R6,Nurse/Midwife,Policy and Governance Issues,1
KD-094-R6,CHEW,Poor Health Facility Infrastructure,1
KD-094-R6,CHEW,Funeral,1
KD-094-R6,CHEW,Transportation Problems,1
KD-094-R6,Pharmacy Technician,High Workload and Stress,1
KD-095-R1,CHO,Policy and Governance Issues,1
KD-095-R1,JCHEW,Family Responsibilities,1
KD-095-R1,JCHEW,Shift,1
KD-095-R1,JCHEW,Access to Salary,1
KD-095-R2,CHO,Weddings,1
KD-095-R2,JCHEW,Access to Salary,1
KD-095-R3,JCHEW,Transportation Problems,2
KD-095-R3,JCHEW,Long Distance to Workplace,1
KD-095-R4,JCHEW,Access to Salary,1
KD-095-R4,JCHEW,Long Distance to Workplace,1
KD-095-R6,JCHEW,Family Responsibilities,1
KD-095-R6,JCHEW,Workshop and Training,1
KD-096-R1,CHEW,Workshop and Training,1
KD-096-R1,JCHEW,Funeral,1
KD-096-R1,Medical Records Officer,Shift,1
KD-096-R2,CHEW,Personal Health Issues,1
KD-096-R4,CHEW,Access to Salary,1
KD-096-R4,JCHEW,Family Responsibilities,1
KD-096-R4,Medical Records Officer,Long Distance to Workplace,1
KD-096-R5,CHEW,Shift,1
KD-096-R5,JCHEW,Long Distance to Workplace,1
KD-096-R5,Medical Records Officer,Meetings,1
KD-096-R6,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-096-R6,Medical Records Officer,Workplace Conflict,1
KD-097-R1,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-097-R1,JCHEW,Long Distance to Workplace,1
KD-097-R2,JCHEW,Personal Health Issues,1
KD-097-R2,Pharmacy Technician,Meetings,1
KD-097-R4,JCHEW,Poor Health Facility Infrastructure,1
KD-097-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-097-R4,JCHEW,Access to Salary,1
KD-097-R4,Pharmacy Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-097-R6,JCHEW,Shift,1
KD-097-R6,JCHEW,Transportation Problems,1
KD-098-R1,CHEW,Family Responsibilities,1
KD-098-R1,CHEW,Personal Health Issues,1
KD-098-R1,CHEW,Dissatisfaction with Job,1
KD-098-R1,JCHEW,Workshop and Training,1
KD-098-R2,CHEW,Transportation Problems,1
KD-098-R2,CHEW,Family Responsibilities,1
KD-098-R3,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-098-R4,Environmental Health Officer,Long Distance to Workplace,1
KD-098-R5,CHEW,Dissatisfaction with Job,1
KD-098-R5,JCHEW,Workshop and Training,1
KD-098-R5,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-098-R6,Nurse/Midwife,Shift,1
KD-098-R6,Nurse/Midwife,Long Distance to Workplace,1
KD-098-R6,CHEW,Funeral,1
KD-098-R6,JCHEW,Family Responsibilities,1
KD-099-R1,Nurse/Midwife,Dissatisfaction with Job,1
KD-099-R1,JCHEW,Meetings,1
KD-099-R1,JCHEW,Family Responsibilities,1
KD-099-R2,CHEW,Personal Health Issues,1
KD-099-R2,CHEW,High Workload and Stress,1
KD-099-R2,JCHEW,Personal Health Issues,1
KD-099-R4,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-099-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-099-R4,Nurse/Midwife,Shift,1
KD-099-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-099-R4,Medical Lab Technician,Funeral,1
KD-099-R4,Medical Records Officer,Access to Salary,1
KD-099-R5,Nurse/Midwife,Workshop and Training,1
KD-099-R5,CHEW,Shift,1
KD-099-R5,JCHEW,Dissatisfaction with Job,1
KD-099-R5,JCHEW,Family Responsibilities,1
KD-099-R5,Medical Records Officer,Dissatisfaction with Job,1
KD-099-R6,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-099-R6,Nurse/Midwife,Transportation Problems,1
KD-099-R6,CHO,Meetings,1
KD-099-R6,CHEW,High Workload and Stress,1
KD-099-R6,JCHEW,Access to Salary,1
KD-100-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-100-R1,CHEW,Shift,1
KD-101-R1,JCHEW,Long Distance to Workplace,1
KD-101-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-101-R2,JCHEW,Poor Health Facility Infrastructure,1
KD-101-R3,CHEW,Shift,1
KD-101-R3,CHEW,Transportation Problems,1
KD-101-R3,Medical Records Officer,Long Distance to Workplace,1
KD-101-R3,Medical Records Officer,Access to Salary,1
KD-101-R4,CHEW,Lack of Professional Development Opportunities,1
KD-101-R4,JCHEW,Meetings,1
KD-101-R4,Medical Records Officer,Weddings,1
KD-101-R5,JCHEW,Workshop and Training,1
KD-101-R5,Medical Records Officer,Workshop and Training,2
KD-101-R5,Medical Records Officer,Family Responsibilities,1
KD-101-R6,CHEW,Workshop and Training,1
KD-101-R6,Medical Lab Technician,Shift,1
KD-101-R6,Medical Records Officer,Long Distance to Workplace,1
KD-101-R6,Pharmacy Technician,Transportation Problems,1
KD-102-R1,Nurse/Midwife,Shift,1
KD-102-R1,CHEW,Workplace Conflict,1
KD-102-R1,JCHEW,Dissatisfaction with Job,1
KD-102-R1,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-102-R1,Pharmacy Technician,Access to Salary,1
KD-102-R2,CHEW,Long Distance to Workplace,1
KD-102-R2,JCHEW,Transportation Problems,1
KD-102-R2,JCHEW,Long Distance to Workplace,1
KD-102-R2,JCHEW,Meetings,1
KD-102-R2,JCHEW,Personal Health Issues,1
KD-102-R3,Medical Records Officer,Access to Salary,1
KD-102-R4,JCHEW,Transportation Problems,1
KD-102-R4,JCHEW,Meetings,1
KD-102-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-102-R5,CHO,Long Distance to Workplace,1
KD-102-R5,CHEW,Shift,2
KD-102-R5,Medical Lab Technician,High Workload and Stress,1
KD-102-R5,Environmental Health Officer,Transportation Problems,1
KD-102-R6,JCHEW,Lack of Professional Development Opportunities,1
KD-102-R6,JCHEW,Shift,1
KD-102-R6,JCHEW,Long Distance to Workplace,1
KD-102-R6,Medical Lab Technician,"Leave (Study, Annual, Maternity, etc.)",1
KD-102-R6,Environmental Health Officer,Workshop and Training,1
KD-103-R1,JCHEW,Transportation Problems,1
KD-103-R1,Medical Lab Technician,Personal Health Issues,1
KD-103-R2,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-103-R3,Medical Lab Technician,Dissatisfaction with Job,1
KD-103-R4,Medical Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-103-R5,Nurse/Midwife,Funeral,1
KD-103-R5,Medical Lab Technician,Workshop and Training,1
KD-103-R6,Nurse/Midwife,Funeral,1
KD-104-R1,CHEW,Weddings,1
KD-104-R2,CHEW,Weddings,1
KD-104-R2,JCHEW,Weddings,1
KD-104-R3,Nurse/Midwife,Access to Salary,1
KD-104-R3,CHEW,Workshop and Training,1
KD-104-R4,Nurse/Midwife,Workshop and Training,1
KD-104-R4,Nurse/Midwife,Access to Salary,1
KD-104-R4,JCHEW,High Workload and Stress,1
KD-104-R5,CHEW,Transportation Problems,1
KD-104-R6,Nurse/Midwife,Workshop and Training,1
KD-105-R1,CHEW,Access to Salary,1
KD-105-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-105-R3,Medical Records Officer,Transportation Problems,1
KD-105-R4,Medical Records Officer,Family Responsibilities,1
KD-105-R6,CHEW,Shift,1
KD-106-R1,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-106-R1,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-106-R1,Medical Lab Technician,Dissatisfaction with Job,1
KD-106-R2,Nurse/Midwife,Workshop and Training,1
KD-106-R2,Nurse/Midwife,Transportation Problems,1
KD-106-R2,CHO,Long Distance to Workplace,1
KD-106-R2,CHEW,Dissatisfaction with Job,1
KD-106-R2,JCHEW,Dissatisfaction with Salary and Benefits,1
KD-106-R2,Medical Lab Technician,Dissatisfaction with Salary and Benefits,1
KD-106-R3,Nurse/Midwife,Access to Salary,1
KD-106-R3,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-106-R3,CHEW,Access to Salary,1
KD-106-R3,JCHEW,Dissatisfaction with Salary and Benefits,2
KD-106-R4,Nurse/Midwife,Dissatisfaction with Salary and Benefits,1
KD-106-R4,CHEW,Family Responsibilities,1
KD-106-R4,CHEW,Shift,1
KD-106-R4,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-106-R4,JCHEW,Transportation Problems,1
KD-106-R4,JCHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-106-R5,Medical Officer,Family Responsibilities,1
KD-106-R5,CHO,Funeral,1
KD-106-R5,JCHEW,Transportation Problems,1
KD-106-R6,Nurse/Midwife,Weddings,1
KD-106-R6,CHO,Personal Health Issues,1
KD-106-R6,CHO,Lack of Professional Development Opportunities,1
KD-106-R6,CHEW,Personal Health Issues,1
KD-106-R6,CHEW,Dissatisfaction with Salary and Benefits,1
KD-106-R6,CHEW,High Workload and Stress,1
KD-106-R6,JCHEW,Poor Health Facility Infrastructure,1
KD-106-R6,Medical Records Officer,Shift,1
KD-106-R6,Medical Records Officer,"Leave (Study, Annual, Maternity, etc.)",1
KD-107-R1,CHEW,Access to Salary,2
KD-107-R1,CHEW,"Leave (Study, Annual, Maternity, etc.)",1
KD-107-R1,CHEW,Family Responsibilities,1
KD-107-R2,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-107-R2,CHEW,Transportation Problems,1
KD-107-R2,CHEW,Family Responsibilities,1
KD-107-R2,CHEW,Shift,1
KD-107-R2,CHEW,Policy and Governance Issues,1
KD-107-R2,Pharmacy Technician,High Workload and Stress,1
KD-107-R3,Nurse/Midwife,Personal Health Issues,1
KD-107-R3,CHEW,Unrest,1
KD-107-R3,CHEW,Long Distance to Workplace,1
KD-107-R3,CHEW,Family Responsibilities,1
KD-107-R3,Pharmacy Technician,Dissatisfaction with Salary and Benefits,1
KD-107-R4,Nurse/Midwife,Long Distance to Workplace,1
KD-107-R4,Nurse/Midwife,Transportation Problems,1
KD-107-R4,CHO,Workshop and Training,1
KD-107-R4,CHEW,Access to Salary,1
KD-107-R4,CHEW,Lack of Professional Development Opportunities,1
KD-107-R5,Nurse/Midwife,"Leave (Study, Annual, Maternity, etc.)",1
KD-107-R5,CHEW,Shift,1
KD-107-R5,CHEW,Long Distance to Workplace,1
KD-107-R6,CHO,Crime,1
KD-107-R6,CHEW,Personal Health Issues,1
KD-107-R6,CHEW,Family Responsibilities,1
KD-107-R6,CHEW,Transportation Problems,1
KD-107-R6,Pharmacy Technician,Transportation Problems,1
KD-108-R1,Nurse/Midwife,Personal Health Issues,1
KD-108-R1,Nurse/Midwife,Funeral,1
KD-108-R1,Nurse/Midwife,Family Responsibilities,1
KD-108-R1,CHO,Dissatisfaction with Job,1
KD-108-R1,CHO,Poor Health Facility Infrastructure,1
KD-108-R1,CHEW,Weddings,1
KD-108-R1,Medical Records Officer,Personal Health Issues,1
KD-108-R2,Nurse/Midwife,Poor Health Facility Infrastructure,1
KD-108-R2,Nurse/Midwife,Policy and Governance Issues,1
KD-108-R2,Nurse/Midwife,Workshop and Training,1
KD-108-R2,Medical Records Officer,Personal Health Issues,1
KD-108-R2,Pharmacy Technician,Access to Salary,1
