visit_id,commodity,category,unit,facility_stocks_item,stockout_duration,stockout_reason,quantity_received,not_received_reason,minimum_stock_level,stock_balance,supplier,physically_verified
KD-081-R3,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,911.0,,,733.0,Federal Government,Yes
KD-081-R3,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Other,,1265.0,LGA,No
KD-081-R3,Amoxicillin Capsule,General,capsule,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R3,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,409.0,,,1614.0,Open Market,Yes
KD-081-R3,Artemether Injection,General,ampoule,Yes,No stock-out,,36.0,,61.0,38.0,Open Market,Yes
KD-081-R3,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,97.0,102.0,Open Market,Yes
KD-081-R3,Zinc,Child,tablet,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Delivery delay,491.0,0.0,Open Market,No
KD-081-R3,ORS,Child,sachet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,46.0,Open Market,Yes
KD-081-R3,Paracetamol Syrup,Child,bottle,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R3,Ibuprofen Suspension,Child,bottle,Yes,Less than 1 week,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R3,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,25.0,,,49.0,Open Market,Yes
KD-081-R3,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Transportation challenges,,212.0,Donations,Yes
KD-081-R3,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,1.0,Open Market,Yes
KD-081-R3,Implants,Family Planning,piece,Yes,No stock-out,,0.0,Delivery delay,,4.0,Federal Government,Yes
KD-081-R4,Oxytocin,Maternal,ampoule,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,59.0,0.0,Free MNCH,No
KD-081-R4,Misoprostol,Maternal,tablet,Yes,No stock-out,,100.0,,,59.0,Open Market,Yes
KD-081-R4,Tranexamic Acid Injection,Maternal,ampoule,Yes,More than 4 weeks,Delay in delivery or distribution,0.0,Transportation challenges,20.0,0.0,Open Market,No
KD-081-R4,IV Fluids,Maternal,bag,Yes,No stock-out,,61.0,,87.0,125.0,Open Market,Yes
KD-081-R4,Giving Sets,Maternal,piece,Yes,No stock-out,,42.0,,86.0,20.0,Donations,Yes
KD-081-R4,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Transportation challenges,,0.0,Open Market,No
KD-081-R4,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,18.0,,25.0,11.0,Open Market,Yes
KD-081-R4,Folic Acid,Maternal,tablet,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R4,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,115.0,Open Market,Yes
KD-081-R4,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,1247.0,349.0,Open Market,Yes
KD-081-R4,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Delivery delay,2509.0,427.0,Open Market,Yes
KD-081-R4,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,828.0,,,430.0,Free MNCH,No
KD-081-R4,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,483.0,,,1828.0,Open Market,Yes
KD-081-R4,Artemether Injection,General,ampoule,Yes,No stock-out,,38.0,,70.0,48.0,Open Market,Yes
KD-081-R4,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,,77.0,Open Market,Yes
KD-081-R4,Zinc,Child,tablet,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Stock-out at the source/KADHSMA,526.0,0.0,Open Market,No
KD-081-R4,ORS,Child,sachet,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Delivery delay,,0.0,Open Market,No
KD-081-R4,Paracetamol Syrup,Child,bottle,Yes,More than 4 weeks,High demand or unexpected increase in consumption,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R4,Ibuprofen Suspension,Child,bottle,Yes,More than 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,,0.0,LGA,No
KD-081-R4,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,35.0,Open Market,Yes
KD-081-R4,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,100.0,Open Market,Yes
KD-081-R4,Injectable Contraceptives,Family Planning,ampoule,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R4,Implants,Family Planning,piece,Yes,Less than 1 week,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,,0.0,NGO,No
KD-081-R5,Oxytocin,Maternal,ampoule,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,66.0,0.0,Open Market,No
KD-081-R5,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,157.0,4.0,Free MNCH,Yes
KD-081-R5,Tranexamic Acid Injection,Maternal,ampoule,Yes,No stock-out,,11.0,,,4.0,Donations,Yes
KD-081-R5,IV Fluids,Maternal,bag,Yes,No stock-out,,56.0,,,156.0,Open Market,Yes
KD-081-R5,Giving Sets,Maternal,piece,Yes,No stock-out,,42.0,,75.0,36.0,Donations,Yes
KD-081-R5,Calibrated Blood Collection Drape,Maternal,piece,Yes,No stock-out,,20.0,,,11.0,Open Market,Yes
KD-081-R5,Magnesium Sulphate Injection,Maternal,ampoule,Yes,Less than 1 week,High demand or unexpected increase in consumption,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R5,Folic Acid,Maternal,tablet,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,,0.0,LGA,No
KD-081-R5,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,257.0,,393.0,256.0,Open Market,Yes
KD-081-R5,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,1009.0,,,825.0,Open Market,No
KD-081-R5,Paracetamol Tablet,General,tablet,Yes,No stock-out,,1710.0,,2681.0,1218.0,Open Market,Yes
KD-081-R5,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,807.0,,1229.0,821.0,Federal Government,Yes
KD-081-R5,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,474.0,,,2031.0,Open Market,Yes
KD-081-R5,Artemether Injection,General,ampoule,Yes,No stock-out,,27.0,,56.0,55.0,Open Market,Yes
KD-081-R5,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,48.0,,,91.0,Open Market,Yes
KD-081-R5,Zinc,Child,tablet,Yes,More than 4 weeks,No feedback from KADHSMA,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R5,ORS,Child,sachet,Yes,No stock-out,,283.0,,,133.0,Open Market,Yes
KD-081-R5,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,81.0,,,33.0,Open Market,Yes
KD-081-R5,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,59.0,,72.0,34.0,Open Market,Yes
KD-081-R5,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,28.0,,,49.0,Open Market,Yes
KD-081-R5,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,225.0,,356.0,194.0,Open Market,Yes
KD-081-R5,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,52.0,,78.0,23.0,Federal Government,Yes
KD-081-R5,Implants,Family Planning,piece,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,18.0,0.0,Open Market,No
KD-081-R6,Oxytocin,Maternal,ampoule,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Stock-out at the source/KADHSMA,,0.0,Open Market,No
KD-081-R6,Misoprostol,Maternal,tablet,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Transportation challenges,,0.0,Free MNCH,No
KD-081-R6,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Transportation challenges,26.0,0.0,Open Market,No
KD-081-R6,IV Fluids,Maternal,bag,Yes,No stock-out,,0.0,Delivery delay,,118.0,Open Market,Yes
KD-081-R6,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Delivery delay,,3.0,LGA,No
KD-081-R6,Calibrated Blood Collection Drape,Maternal,piece,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Other,,0.0,Open Market,No
KD-081-R6,Magnesium Sulphate Injection,Maternal,ampoule,Yes,1 to 4 weeks,Poor quantification or forecasting,0.0,Delivery delay,31.0,0.0,LGA,No
KD-081-R6,Folic Acid,Maternal,tablet,Yes,More than 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,1162.0,0.0,Open Market,No
KD-081-R6,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,89.0,Open Market,Yes
KD-081-R6,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,1186.0,418.0,LGA,Yes
KD-081-R6,Paracetamol Tablet,General,tablet,Yes,No stock-out,,1590.0,,,1934.0,Open Market,Yes
KD-081-R6,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Delivery delay,1374.0,368.0,Open Market,Yes
KD-081-R6,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Delivery delay,,1800.0,Open Market,Yes
KD-081-R6,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Delivery delay,,24.0,Open Market,Yes
KD-081-R6,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Delivery delay,92.0,50.0,Open Market,Yes
KD-081-R6,Zinc,Child,tablet,Yes,No stock-out,,295.0,,,122.0,Open Market,Yes
KD-081-R6,ORS,Child,sachet,Yes,No stock-out,,214.0,,,217.0,Open Market,Yes
KD-081-R6,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,91.0,,,84.0,Open Market,Yes
KD-081-R6,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,0.0,Transportation challenges,,18.0,Open Market,Yes
KD-081-R6,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,26.0,,,52.0,Open Market,Yes
KD-081-R6,Artemether + Lumefantrine,General,pack,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,,93.0,Open Market,Yes
KD-081-R6,Injectable Contraceptives,Family Planning,ampoule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,,0.0,Open Market,No
KD-081-R6,Implants,Family Planning,piece,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Delivery delay,,0.0,Federal Government,No
KD-082-R1,Oxytocin,Maternal,ampoule,Yes,Less than 1 week,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,214.0,0.0,NGO,No
KD-082-R1,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,629.0,722.0,NGO,Yes
KD-082-R1,Tranexamic Acid Injection,Maternal,ampoule,Yes,Less than 1 week,Delay in delivery or distribution,0.0,Other,108.0,0.0,NGO,No
KD-082-R1,IV Fluids,Maternal,bag,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,417.0,221.0,NGO,Yes
KD-082-R1,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,384.0,152.0,NGO,No
KD-082-R1,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Stock-out at the source/KADHSMA,130.0,0.0,NGO,No
KD-082-R1,Magnesium Sulphate Injection,Maternal,ampoule,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Transportation challenges,139.0,0.0,NGO,No
KD-082-R1,Folic Acid,Maternal,tablet,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,6310.0,0.0,NGO,No
KD-082-R1,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,971.0,,1673.0,1699.0,Donations,Yes
KD-082-R1,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,5416.0,1550.0,Open Market,Yes
KD-082-R1,Paracetamol Tablet,General,tablet,Yes,No stock-out,,0.0,Transportation challenges,7836.0,2293.0,NGO,Yes
KD-082-R1,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,3860.0,3623.0,NGO,No
KD-082-R1,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,0.0,Transportation challenges,3313.0,423.0,NGO,Yes
KD-082-R1,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,222.0,89.0,NGO,Yes
KD-082-R1,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,396.0,74.0,NGO,Yes
KD-082-R1,Zinc,Child,tablet,Yes,Less than 1 week,Expired or damaged stock not replaced,0.0,Stock-out at the source/KADHSMA,1757.0,0.0,NGO,No
KD-082-R1,ORS,Child,sachet,Yes,No stock-out,,0.0,Transportation challenges,1795.0,965.0,NGO,Yes
KD-082-R1,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,414.0,295.0,NGO,Yes
KD-082-R1,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,281.0,65.0,NGO,No
KD-082-R1,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,203.0,0.0,NGO,No
KD-082-R1,Artemether + Lumefantrine,General,pack,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,1085.0,0.0,NGO,No
KD-082-R1,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,413.0,123.0,Federal Government,Yes
KD-082-R1,Implants,Family Planning,piece,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,96.0,6.0,Federal Government,No
KD-082-R2,Oxytocin,Maternal,ampoule,Yes,No stock-out,,122.0,,216.0,54.0,NGO,Yes
KD-082-R2,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,789.0,484.0,Federal Government,Yes
KD-082-R2,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Transportation challenges,103.0,0.0,NGO,No
KD-082-R2,IV Fluids,Maternal,bag,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,332.0,93.0,NGO,Yes
KD-082-R2,Giving Sets,Maternal,piece,Yes,No stock-out,,0.0,Other,336.0,52.0,NGO,Yes
KD-082-R2,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,109.0,0.0,NGO,No
KD-082-R2,Magnesium Sulphate Injection,Maternal,ampoule,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,97.0,0.0,Donations,No
KD-082-R2,Folic Acid,Maternal,tablet,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Delivery delay,6241.0,0.0,KDHSMA,No
KD-082-R2,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Delivery delay,2030.0,1026.0,NGO,Yes
KD-082-R2,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,2732.0,,4555.0,2772.0,NGO,Yes
KD-082-R2,Paracetamol Tablet,General,tablet,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Other,7423.0,0.0,NGO,No
KD-082-R2,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Delivery delay,3861.0,2331.0,NGO,Yes
KD-082-R2,Ibuprofen Tablet,General,tablet,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Delivery delay,3404.0,0.0,Free MNCH,No
KD-082-R2,Artemether Injection,General,ampoule,Yes,No stock-out,,128.0,,228.0,138.0,NGO,Yes
KD-082-R2,Amoxicillin Dispersible,Child,bottle,Yes,Less than 1 week,Requisition not submitted or submitted late,0.0,Stock-out at the source/KADHSMA,390.0,0.0,NGO,No
KD-082-R2,Zinc,Child,tablet,Yes,No stock-out,,903.0,,1462.0,397.0,Federal Government,No
KD-082-R2,ORS,Child,sachet,Yes,No stock-out,,0.0,Other,1622.0,467.0,NGO,Yes
KD-082-R2,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,462.0,135.0,NGO,Yes
KD-082-R2,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,0.0,Transportation challenges,195.0,4.0,NGO,No
KD-082-R2,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,203.0,0.0,Zipline,No
KD-082-R2,Artemether + Lumefantrine,General,pack,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,1005.0,0.0,NGO,No
KD-082-R2,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Transportation challenges,353.0,6.0,Federal Government,Yes
KD-082-R2,Implants,Family Planning,piece,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Transportation challenges,106.0,0.0,NGO,No
KD-082-R3,Oxytocin,Maternal,ampoule,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,239.0,0.0,NGO,No
KD-082-R3,Misoprostol,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,610.0,285.0,NGO,No
KD-082-R3,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Delivery delay,86.0,0.0,NGO,No
KD-082-R3,IV Fluids,Maternal,bag,Yes,No stock-out,,262.0,,414.0,206.0,NGO,Yes
KD-082-R3,Giving Sets,Maternal,piece,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,375.0,0.0,Zipline,No
KD-082-R3,Calibrated Blood Collection Drape,Maternal,piece,Yes,No stock-out,,57.0,,107.0,30.0,Federal Government,Yes
KD-082-R3,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,89.0,,122.0,43.0,NGO,Yes
KD-082-R3,Folic Acid,Maternal,tablet,Yes,No stock-out,,3452.0,,5620.0,1610.0,NGO,Yes
KD-082-R3,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,1509.0,515.0,NGO,Yes
KD-082-R3,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,0.0,Transportation challenges,5119.0,1067.0,NGO,Yes
KD-082-R3,Paracetamol Tablet,General,tablet,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,8322.0,0.0,NGO,No
KD-082-R3,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,0.0,Other,4381.0,838.0,Free MNCH,Yes
KD-082-R3,Ibuprofen Tablet,General,tablet,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,2785.0,0.0,Free MNCH,No
KD-082-R3,Artemether Injection,General,ampoule,Yes,No stock-out,,155.0,,258.0,217.0,NGO,Yes
KD-082-R3,Amoxicillin Dispersible,Child,bottle,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Transportation challenges,337.0,0.0,NGO,No
KD-082-R3,Zinc,Child,tablet,Yes,No stock-out,,1257.0,,2109.0,962.0,NGO,Yes
KD-082-R3,ORS,Child,sachet,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,1670.0,0.0,NGO,No
KD-082-R3,Paracetamol Syrup,Child,bottle,Yes,Less than 1 week,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,522.0,0.0,NGO,No
KD-082-R3,Ibuprofen Suspension,Child,bottle,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Stock-out at the source/KADHSMA,252.0,0.0,NGO,No
KD-082-R3,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Transportation challenges,174.0,0.0,NGO,No
KD-082-R3,Artemether + Lumefantrine,General,pack,Yes,1 to 4 weeks,Given a non-requisitioned essential medicine or commodity,0.0,Stock-out at the source/KADHSMA,962.0,0.0,KDHSMA,No
KD-082-R3,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,237.0,,393.0,94.0,NGO,Yes
KD-082-R3,Implants,Family Planning,piece,Yes,More than 4 weeks,Other,0.0,Stock-out at the source/KADHSMA,77.0,0.0,NGO,No
KD-082-R4,Oxytocin,Maternal,ampoule,Yes,No stock-out,,162.0,,263.0,90.0,NGO,Yes
KD-082-R4,Misoprostol,Maternal,tablet,Yes,No stock-out,,507.0,,819.0,530.0,NGO,Yes
KD-082-R4,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Insufficient funds for procurement,0.0,Stock-out at the source/KADHSMA,87.0,0.0,NGO,No
KD-082-R4,IV Fluids,Maternal,bag,Yes,No stock-out,,175.0,,289.0,295.0,NGO,Yes
KD-082-R4,Giving Sets,Maternal,piece,Yes,No stock-out,,216.0,,343.0,123.0,NGO,Yes
KD-082-R4,Calibrated Blood Collection Drape,Maternal,piece,Yes,Less than 1 week,Other,0.0,Stock-out at the source/KADHSMA,142.0,0.0,NGO,No
KD-082-R4,Magnesium Sulphate Injection,Maternal,ampoule,Yes,No stock-out,,0.0,Delivery delay,120.0,4.0,NGO,Yes
KD-082-R4,Folic Acid,Maternal,tablet,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Delivery delay,5728.0,0.0,NGO,No
KD-082-R4,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,884.0,,1477.0,896.0,NGO,Yes
KD-082-R4,Ferrous Sulphate,Maternal,tablet,Yes,Less than 1 week,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,6332.0,0.0,NGO,No
KD-082-R4,Paracetamol Tablet,General,tablet,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,7526.0,0.0,NGO,No
KD-082-R4,Amoxicillin Capsule,General,capsule,Yes,Less than 1 week,Expired or damaged stock not replaced,0.0,Delivery delay,4899.0,0.0,NGO,No
KD-082-R4,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,1934.0,,3292.0,853.0,NGO,Yes
KD-082-R4,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,245.0,146.0,NGO,Yes
KD-082-R4,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,201.0,,353.0,71.0,NGO,Yes
KD-082-R4,Zinc,Child,tablet,Yes,No stock-out,,858.0,,1468.0,1368.0,NGO,Yes
KD-082-R4,ORS,Child,sachet,Yes,No stock-out,,949.0,,1471.0,459.0,NGO,No
KD-082-R4,Paracetamol Syrup,Child,bottle,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,390.0,0.0,NGO,No
KD-082-R4,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,107.0,,198.0,48.0,LGA,Yes
KD-082-R4,Chlorhexidine Gel,Child,tube,Yes,1 to 4 weeks,High demand or unexpected increase in consumption,0.0,Stock-out at the source/KADHSMA,214.0,0.0,NGO,No
KD-082-R4,Artemether + Lumefantrine,General,pack,Yes,1 to 4 weeks,Requisition not submitted or submitted late,0.0,Transportation challenges,1227.0,0.0,NGO,No
KD-082-R4,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,306.0,1.0,NGO,Yes
KD-082-R4,Implants,Family Planning,piece,Yes,No stock-out,,47.0,,77.0,21.0,NGO,Yes
KD-082-R5,Oxytocin,Maternal,ampoule,Yes,No stock-out,,151.0,,245.0,164.0,NGO,No
KD-082-R5,Misoprostol,Maternal,tablet,Yes,No stock-out,,386.0,,664.0,688.0,NGO,Yes
KD-082-R5,Tranexamic Acid Injection,Maternal,ampoule,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Transportation challenges,77.0,0.0,NGO,No
KD-082-R5,IV Fluids,Maternal,bag,Yes,No stock-out,,0.0,Delivery delay,387.0,164.0,Free MNCH,Yes
KD-082-R5,Giving Sets,Maternal,piece,Yes,No stock-out,,257.0,,380.0,255.0,NGO,Yes
KD-082-R5,Calibrated Blood Collection Drape,Maternal,piece,Yes,1 to 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,98.0,0.0,NGO,No
KD-082-R5,Magnesium Sulphate Injection,Maternal,ampoule,Yes,1 to 4 weeks,Delay in delivery or distribution,0.0,Transportation challenges,128.0,0.0,Free MNCH,No
KD-082-R5,Folic Acid,Maternal,tablet,Yes,1 to 4 weeks,No feedback from KADHSMA,0.0,Stock-out at the source/KADHSMA,5966.0,0.0,NGO,No
KD-082-R5,Sulphadoxine + Pyrimethamine,Maternal,tablet,Yes,No stock-out,,1139.0,,1846.0,1463.0,NGO,Yes
KD-082-R5,Ferrous Sulphate,Maternal,tablet,Yes,No stock-out,,3660.0,,6002.0,1618.0,NGO,Yes
KD-082-R5,Paracetamol Tablet,General,tablet,Yes,1 to 4 weeks,Expired or damaged stock not replaced,0.0,Stock-out at the source/KADHSMA,9147.0,0.0,NGO,No
KD-082-R5,Amoxicillin Capsule,General,capsule,Yes,No stock-out,,2583.0,,4256.0,1176.0,NGO,Yes
KD-082-R5,Ibuprofen Tablet,General,tablet,Yes,No stock-out,,1506.0,,2545.0,1517.0,LGA,Yes
KD-082-R5,Artemether Injection,General,ampoule,Yes,No stock-out,,0.0,Delivery delay,228.0,86.0,NGO,Yes
KD-082-R5,Amoxicillin Dispersible,Child,bottle,Yes,No stock-out,,251.0,,394.0,185.0,NGO,Yes
KD-082-R5,Zinc,Child,tablet,Yes,No stock-out,,0.0,Stock-out at the source/KADHSMA,1594.0,819.0,NGO,Yes
KD-082-R5,ORS,Child,sachet,Yes,No stock-out,,939.0,,1513.0,948.0,Donations,Yes
KD-082-R5,Paracetamol Syrup,Child,bottle,Yes,No stock-out,,270.0,,433.0,143.0,NGO,Yes
KD-082-R5,Ibuprofen Suspension,Child,bottle,Yes,No stock-out,,153.0,,253.0,128.0,Zipline,Yes
KD-082-R5,Chlorhexidine Gel,Child,tube,Yes,No stock-out,,119.0,,203.0,52.0,NGO,Yes
KD-082-R5,Artemether + Lumefantrine,General,pack,Yes,More than 4 weeks,Stock-out at LGA/state/central supply level,0.0,Stock-out at the source/KADHSMA,1256.0,0.0,Free MNCH,No
KD-082-R5,Injectable Contraceptives,Family Planning,ampoule,Yes,No stock-out,,204.0,,361.0,95.0,NGO,No
KD-082-R5,Implants,Family Planning,piece,Yes,No stock-out,,47.0,,85.0,43.0,Federal Government,Yes
