visit_id,service,offered,dedicated_days,all_planned_sessions_conducted,reason_not_conducted
KD-108-R2,Immunization,Yes,MTWTF,Yes,
KD-108-R2,Nutrition,Yes,MTWTF,Yes,
KD-108-R2,Antenatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-108-R2,Postnatal Care,No,,,
KD-108-R2,IMCI,Yes,On needs basis,Yes,
KD-108-R2,Malaria,Yes,MTWTF,Yes,
KD-108-R2,Labour and Delivery,No,,,
KD-108-R2,Family Planning,Yes,Specific days,Yes,
KD-108-R3,Immunization,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-108-R3,Nutrition,Yes,MTWTF,Yes,
KD-108-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-108-R3,Postnatal Care,No,,,
KD-108-R3,IMCI,Yes,MTWTFSS,Yes,
KD-108-R3,Malaria,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-108-R3,Labour and Delivery,No,,,
KD-108-R3,Family Planning,Yes,MTWTFSS,Yes,
KD-108-R4,Immunization,Yes,MTWTF,Yes,
KD-108-R4,Nutrition,Yes,Specific days,Yes,
KD-108-R4,Antenatal Care,Yes,Specific days,Yes,
KD-108-R4,Postnatal Care,No,,,
KD-108-R4,IMCI,Yes,MTWTFSS,Yes,
KD-108-R4,Malaria,Yes,MTWTF,Yes,
KD-108-R4,Labour and Delivery,No,,,
KD-108-R4,Family Planning,Yes,On needs basis,Yes,
KD-108-R5,Immunization,Yes,Specific days,Yes,
KD-108-R5,Nutrition,Yes,Specific days,Yes,
KD-108-R5,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-108-R5,Postnatal Care,No,,,
KD-108-R5,IMCI,Yes,Specific days,Yes,
KD-108-R5,Malaria,Yes,Specific days,Yes,
KD-108-R5,Labour and Delivery,No,,,
KD-108-R5,Family Planning,Yes,Specific days,Yes,
KD-108-R6,Immunization,Yes,MTWTF,No,Vaccine stock-out
KD-108-R6,Nutrition,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-108-R6,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-108-R6,Postnatal Care,No,,,
KD-108-R6,IMCI,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-108-R6,Malaria,Yes,Specific days,Yes,
KD-108-R6,Labour and Delivery,No,,,
KD-108-R6,Family Planning,Yes,Specific days,Yes,
KD-109-R1,Immunization,No,,,
KD-109-R1,Nutrition,Yes,Specific days,Yes,
KD-109-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-109-R1,Postnatal Care,Yes,Specific days,Yes,
KD-109-R1,IMCI,Yes,Specific days,Yes,
KD-109-R1,Malaria,Yes,Specific days,Yes,
KD-109-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-109-R1,Family Planning,Yes,MTWTF,Yes,
KD-109-R2,Immunization,No,,,
KD-109-R2,Nutrition,Yes,Specific days,No,Low community turnout / community resistance
KD-109-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-109-R2,Postnatal Care,Yes,Specific days,Yes,
KD-109-R2,IMCI,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-109-R2,Malaria,Yes,MTWTF,Yes,
KD-109-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-109-R2,Family Planning,Yes,Specific days,Yes,
KD-109-R3,Immunization,No,,,
KD-109-R3,Nutrition,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-109-R3,Antenatal Care,Yes,On needs basis,No,Low community turnout / community resistance
KD-109-R3,Postnatal Care,Yes,Specific days,Yes,
KD-109-R3,IMCI,Yes,MTWTFSS,Yes,
KD-109-R3,Malaria,Yes,MTWTF,Yes,
KD-109-R3,Labour and Delivery,Yes,Specific days,No,Low community turnout / community resistance
KD-109-R3,Family Planning,Yes,On needs basis,No,Weather or environmental conditions
KD-109-R4,Immunization,No,,,
KD-109-R4,Nutrition,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-109-R4,Antenatal Care,Yes,Specific days,Yes,
KD-109-R4,Postnatal Care,Yes,MTWTF,Yes,
KD-109-R4,IMCI,Yes,MTWTF,Yes,
KD-109-R4,Malaria,Yes,MTWTF,Yes,
KD-109-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-109-R4,Family Planning,Yes,Specific days,Yes,
KD-109-R5,Immunization,No,,,
KD-109-R5,Nutrition,Yes,Specific days,Yes,
KD-109-R5,Antenatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-109-R5,Postnatal Care,Yes,MTWTFSS,No,"Attending training, meeting, or other official assignment"
KD-109-R5,IMCI,Yes,Specific days,Yes,
KD-109-R5,Malaria,Yes,MTWTFSS,Yes,
KD-109-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-109-R5,Family Planning,Yes,Specific days,Yes,
KD-109-R6,Immunization,No,,,
KD-109-R6,Nutrition,Yes,MTWTF,Yes,
KD-109-R6,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-109-R6,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-109-R6,IMCI,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-109-R6,Malaria,Yes,Specific days,Yes,
KD-109-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-109-R6,Family Planning,Yes,MTWTF,Yes,
KD-110-R1,Immunization,Yes,MTWTF,Yes,
KD-110-R1,Nutrition,Yes,MTWTFSS,Yes,
KD-110-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-110-R1,Postnatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-110-R1,IMCI,Yes,Specific days,Yes,
KD-110-R1,Malaria,Yes,MTWTFSS,No,"Staff unavailable (leave, redeployment, strike)"
KD-110-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-110-R1,Family Planning,Yes,MTWTF,Yes,
KD-110-R2,Immunization,Yes,Specific days,Yes,
KD-110-R2,Nutrition,Yes,MTWTFSS,No,Low community turnout / community resistance
KD-110-R2,Antenatal Care,Yes,MTWTFSS,Yes,
KD-110-R2,Postnatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-110-R2,IMCI,Yes,Specific days,Yes,
KD-110-R2,Malaria,Yes,MTWTFSS,Yes,
KD-110-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-110-R2,Family Planning,Yes,MTWTF,Yes,
KD-110-R3,Immunization,Yes,Specific days,Yes,
KD-110-R3,Nutrition,Yes,MTWTF,Yes,
KD-110-R3,Antenatal Care,Yes,Specific days,Yes,
KD-110-R3,Postnatal Care,Yes,MTWTFSS,Yes,
KD-110-R3,IMCI,Yes,MTWTF,Yes,
KD-110-R3,Malaria,Yes,MTWTF,Yes,
KD-110-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-110-R3,Family Planning,Yes,Specific days,Yes,
KD-110-R4,Immunization,Yes,MTWTF,Yes,
KD-110-R4,Nutrition,Yes,MTWTF,Yes,
KD-110-R4,Antenatal Care,Yes,Specific days,Yes,
KD-110-R4,Postnatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-110-R4,IMCI,Yes,On needs basis,Yes,
KD-110-R4,Malaria,Yes,MTWTF,No,Low community turnout / community resistance
KD-110-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-110-R4,Family Planning,Yes,MTWTFSS,Yes,
KD-110-R5,Immunization,Yes,Specific days,Yes,
KD-110-R5,Nutrition,Yes,On needs basis,Yes,
KD-110-R5,Antenatal Care,Yes,Specific days,Yes,
KD-110-R5,Postnatal Care,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-110-R5,IMCI,Yes,MTWTFSS,Yes,
KD-110-R5,Malaria,Yes,MTWTF,Yes,
KD-110-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-110-R5,Family Planning,Yes,MTWTF,Yes,
KD-110-R6,Immunization,Yes,Specific days,Yes,
KD-110-R6,Nutrition,Yes,On needs basis,Yes,
KD-110-R6,Antenatal Care,Yes,MTWTF,Yes,
KD-110-R6,Postnatal Care,Yes,MTWTFSS,Yes,
KD-110-R6,IMCI,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-110-R6,Malaria,Yes,MTWTF,Yes,
KD-110-R6,Labour and Delivery,Yes,MTWTF,Yes,
KD-110-R6,Family Planning,Yes,MTWTF,No,"Attending training, meeting, or other official assignment"
KD-111-R1,Immunization,Yes,MTWTFSS,Yes,
KD-111-R1,Nutrition,No,,,
KD-111-R1,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-111-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-111-R1,IMCI,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-111-R1,Malaria,Yes,Specific days,Yes,
KD-111-R1,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-111-R1,Family Planning,Yes,On needs basis,Yes,
KD-111-R2,Immunization,Yes,MTWTF,Yes,
KD-111-R2,Nutrition,No,,,
KD-111-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-111-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-111-R2,IMCI,Yes,MTWTFSS,Yes,
KD-111-R2,Malaria,Yes,MTWTF,Yes,
KD-111-R2,Labour and Delivery,Yes,MTWTF,No,Lack of transportation or logistics support
KD-111-R2,Family Planning,Yes,Specific days,Yes,
KD-111-R3,Immunization,Yes,MTWTFSS,No,Cold chain equipment failure
KD-111-R3,Nutrition,No,,,
KD-111-R3,Antenatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-111-R3,Postnatal Care,Yes,MTWTFSS,Yes,
KD-111-R3,IMCI,Yes,MTWTF,Yes,
KD-111-R3,Malaria,Yes,MTWTF,Yes,
KD-111-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-111-R3,Family Planning,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-111-R4,Immunization,Yes,MTWTFSS,Yes,
KD-111-R4,Nutrition,No,,,
KD-111-R4,Antenatal Care,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-111-R4,Postnatal Care,Yes,MTWTFSS,Yes,
KD-111-R4,IMCI,Yes,MTWTFSS,Yes,
KD-111-R4,Malaria,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-111-R4,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-111-R4,Family Planning,Yes,Specific days,Yes,
KD-111-R5,Immunization,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-111-R5,Nutrition,No,,,
KD-111-R5,Antenatal Care,Yes,Specific days,Yes,
KD-111-R5,Postnatal Care,Yes,Specific days,Yes,
KD-111-R5,IMCI,Yes,Specific days,Yes,
KD-111-R5,Malaria,Yes,Specific days,Yes,
KD-111-R5,Labour and Delivery,Yes,MTWTF,Yes,
KD-111-R5,Family Planning,Yes,Specific days,Yes,
KD-111-R6,Immunization,Yes,MTWTF,Yes,
KD-111-R6,Nutrition,No,,,
KD-111-R6,Antenatal Care,Yes,Specific days,Yes,
KD-111-R6,Postnatal Care,Yes,MTWTF,No,Low community turnout / community resistance
KD-111-R6,IMCI,Yes,MTWTF,Yes,
KD-111-R6,Malaria,Yes,MTWTFSS,Yes,
KD-111-R6,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-111-R6,Family Planning,Yes,Specific days,Yes,
KD-112-R1,Immunization,Yes,Specific days,Yes,
KD-112-R1,Nutrition,Yes,MTWTF,Yes,
KD-112-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-112-R1,Postnatal Care,Yes,MTWTF,No,Lack of transportation or logistics support
KD-112-R1,IMCI,Yes,MTWTF,Yes,
KD-112-R1,Malaria,Yes,MTWTF,Yes,
KD-112-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-112-R1,Family Planning,Yes,MTWTFSS,No,Low community turnout / community resistance
KD-112-R2,Immunization,Yes,MTWTF,Yes,
KD-112-R2,Nutrition,Yes,MTWTF,Yes,
KD-112-R2,Antenatal Care,Yes,Specific days,No,Other
KD-112-R2,Postnatal Care,Yes,Specific days,Yes,
KD-112-R2,IMCI,Yes,Specific days,Yes,
KD-112-R2,Malaria,Yes,Specific days,Yes,
KD-112-R2,Labour and Delivery,Yes,On needs basis,Yes,
KD-112-R2,Family Planning,Yes,Specific days,Yes,
KD-112-R3,Immunization,Yes,Specific days,Yes,
KD-112-R3,Nutrition,Yes,On needs basis,Yes,
KD-112-R3,Antenatal Care,Yes,MTWTF,No,Other
KD-112-R3,Postnatal Care,Yes,Specific days,Yes,
KD-112-R3,IMCI,Yes,MTWTF,Yes,
KD-112-R3,Malaria,Yes,On needs basis,Yes,
KD-112-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-112-R3,Family Planning,Yes,MTWTF,No,"Facility closed (holiday, strike, renovation)"
KD-112-R4,Immunization,Yes,MTWTF,Yes,
KD-112-R4,Nutrition,Yes,MTWTFSS,Yes,
KD-112-R4,Antenatal Care,Yes,Specific days,Yes,
KD-112-R4,Postnatal Care,Yes,MTWTF,Yes,
KD-112-R4,IMCI,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-112-R4,Malaria,Yes,MTWTF,Yes,
KD-112-R4,Labour and Delivery,Yes,Specific days,Yes,
KD-112-R4,Family Planning,Yes,Specific days,No,Low community turnout / community resistance
KD-112-R5,Immunization,Yes,Specific days,Yes,
KD-112-R5,Nutrition,Yes,Specific days,Yes,
KD-112-R5,Antenatal Care,Yes,Specific days,Yes,
KD-112-R5,Postnatal Care,Yes,Specific days,Yes,
KD-112-R5,IMCI,Yes,Specific days,Yes,
KD-112-R5,Malaria,Yes,MTWTF,Yes,
KD-112-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-112-R5,Family Planning,Yes,Specific days,Yes,
KD-112-R6,Immunization,Yes,Specific days,Yes,
KD-112-R6,Nutrition,Yes,MTWTF,Yes,
KD-112-R6,Antenatal Care,Yes,Specific days,Yes,
KD-112-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-112-R6,IMCI,Yes,MTWTF,Yes,
KD-112-R6,Malaria,Yes,MTWTF,Yes,
KD-112-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-112-R6,Family Planning,Yes,MTWTF,Yes,
KD-113-R1,Immunization,Yes,MTWTFSS,Yes,
KD-113-R1,Nutrition,No,,,
KD-113-R1,Antenatal Care,Yes,MTWTF,Yes,
KD-113-R1,Postnatal Care,Yes,Specific days,Yes,
KD-113-R1,IMCI,Yes,MTWTF,Yes,
KD-113-R1,Malaria,Yes,MTWTF,Yes,
KD-113-R1,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-113-R1,Family Planning,Yes,Specific days,Yes,
KD-113-R2,Immunization,Yes,On needs basis,No,Vaccine stock-out
KD-113-R2,Nutrition,No,,,
KD-113-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-113-R2,Postnatal Care,Yes,Specific days,Yes,
KD-113-R2,IMCI,Yes,Specific days,Yes,
KD-113-R2,Malaria,Yes,MTWTF,Yes,
KD-113-R2,Labour and Delivery,Yes,Specific days,Yes,
KD-113-R2,Family Planning,Yes,On needs basis,Yes,
KD-113-R3,Immunization,Yes,Specific days,No,Cold chain equipment failure
KD-113-R3,Nutrition,No,,,
KD-113-R3,Antenatal Care,Yes,On needs basis,Yes,
KD-113-R3,Postnatal Care,Yes,On needs basis,Yes,
KD-113-R3,IMCI,Yes,Specific days,Yes,
KD-113-R3,Malaria,Yes,Specific days,Yes,
KD-113-R3,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-113-R3,Family Planning,Yes,MTWTF,Yes,
KD-113-R4,Immunization,Yes,On needs basis,Yes,
KD-113-R4,Nutrition,No,,,
KD-113-R4,Antenatal Care,Yes,Specific days,Yes,
KD-113-R4,Postnatal Care,Yes,On needs basis,No,"Attending training, meeting, or other official assignment"
KD-113-R4,IMCI,Yes,Specific days,Yes,
KD-113-R4,Malaria,Yes,MTWTFSS,Yes,
KD-113-R4,Labour and Delivery,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-113-R4,Family Planning,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-113-R5,Immunization,Yes,MTWTFSS,Yes,
KD-113-R5,Nutrition,No,,,
KD-113-R5,Antenatal Care,Yes,Specific days,Yes,
KD-113-R5,Postnatal Care,Yes,Specific days,Yes,
KD-113-R5,IMCI,Yes,On needs basis,Yes,
KD-113-R5,Malaria,Yes,Specific days,Yes,
KD-113-R5,Labour and Delivery,Yes,Specific days,Yes,
KD-113-R5,Family Planning,Yes,MTWTF,Yes,
KD-113-R6,Immunization,Yes,MTWTF,No,Cold chain equipment failure
KD-113-R6,Nutrition,No,,,
KD-113-R6,Antenatal Care,Yes,Specific days,Yes,
KD-113-R6,Postnatal Care,Yes,Specific days,Yes,
KD-113-R6,IMCI,Yes,MTWTFSS,Yes,
KD-113-R6,Malaria,Yes,Specific days,Yes,
KD-113-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-113-R6,Family Planning,Yes,Specific days,Yes,
KD-114-R1,Immunization,Yes,MTWTF,Yes,
KD-114-R1,Nutrition,Yes,On needs basis,Yes,
KD-114-R1,Antenatal Care,Yes,On needs basis,Yes,
KD-114-R1,Postnatal Care,No,,,
KD-114-R1,IMCI,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-114-R1,Malaria,Yes,Specific days,Yes,
KD-114-R1,Labour and Delivery,No,,,
KD-114-R1,Family Planning,Yes,MTWTF,Yes,
KD-114-R2,Immunization,Yes,MTWTF,Yes,
KD-114-R2,Nutrition,Yes,Specific days,Yes,
KD-114-R2,Antenatal Care,Yes,Specific days,Yes,
KD-114-R2,Postnatal Care,No,,,
KD-114-R2,IMCI,Yes,Specific days,Yes,
KD-114-R2,Malaria,Yes,On needs basis,Yes,
KD-114-R2,Labour and Delivery,No,,,
KD-114-R2,Family Planning,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-114-R3,Immunization,Yes,On needs basis,Yes,
KD-114-R3,Nutrition,Yes,MTWTF,Yes,
KD-114-R3,Antenatal Care,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-114-R3,Postnatal Care,No,,,
KD-114-R3,IMCI,Yes,On needs basis,Yes,
KD-114-R3,Malaria,Yes,Specific days,Yes,
KD-114-R3,Labour and Delivery,No,,,
KD-114-R3,Family Planning,Yes,MTWTFSS,Yes,
KD-114-R4,Immunization,Yes,On needs basis,Yes,
KD-114-R4,Nutrition,Yes,On needs basis,No,Other
KD-114-R4,Antenatal Care,Yes,Specific days,Yes,
KD-114-R4,Postnatal Care,No,,,
KD-114-R4,IMCI,Yes,Specific days,Yes,
KD-114-R4,Malaria,Yes,Specific days,Yes,
KD-114-R4,Labour and Delivery,No,,,
KD-114-R4,Family Planning,Yes,MTWTFSS,Yes,
KD-114-R5,Immunization,Yes,Specific days,Yes,
KD-114-R5,Nutrition,Yes,On needs basis,Yes,
KD-114-R5,Antenatal Care,Yes,On needs basis,Yes,
KD-114-R5,Postnatal Care,No,,,
KD-114-R5,IMCI,Yes,Specific days,Yes,
KD-114-R5,Malaria,Yes,MTWTF,Yes,
KD-114-R5,Labour and Delivery,No,,,
KD-114-R5,Family Planning,Yes,MTWTF,Yes,
KD-114-R6,Immunization,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-114-R6,Nutrition,Yes,MTWTF,Yes,
KD-114-R6,Antenatal Care,Yes,Specific days,Yes,
KD-114-R6,Postnatal Care,No,,,
KD-114-R6,IMCI,Yes,MTWTF,Yes,
KD-114-R6,Malaria,Yes,Specific days,Yes,
KD-114-R6,Labour and Delivery,No,,,
KD-114-R6,Family Planning,Yes,On needs basis,Yes,
KD-115-R1,Immunization,Yes,MTWTFSS,Yes,
KD-115-R1,Nutrition,No,,,
KD-115-R1,Antenatal Care,Yes,Specific days,Yes,
KD-115-R1,Postnatal Care,Yes,MTWTF,Yes,
KD-115-R1,IMCI,No,,,
KD-115-R1,Malaria,Yes,MTWTF,Yes,
KD-115-R1,Labour and Delivery,Yes,MTWTF,Yes,
KD-115-R1,Family Planning,Yes,Specific days,Yes,
KD-115-R2,Immunization,Yes,Specific days,Yes,
KD-115-R2,Nutrition,No,,,
KD-115-R2,Antenatal Care,Yes,Specific days,Yes,
KD-115-R2,Postnatal Care,Yes,Specific days,Yes,
KD-115-R2,IMCI,No,,,
KD-115-R2,Malaria,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-115-R2,Labour and Delivery,Yes,MTWTF,Yes,
KD-115-R2,Family Planning,Yes,On needs basis,Yes,
KD-115-R3,Immunization,Yes,Specific days,No,Cold chain equipment failure
KD-115-R3,Nutrition,No,,,
KD-115-R3,Antenatal Care,Yes,MTWTF,Yes,
KD-115-R3,Postnatal Care,Yes,On needs basis,Yes,
KD-115-R3,IMCI,No,,,
KD-115-R3,Malaria,Yes,Specific days,Yes,
KD-115-R3,Labour and Delivery,Yes,MTWTF,Yes,
KD-115-R3,Family Planning,Yes,MTWTFSS,Yes,
KD-115-R4,Immunization,Yes,MTWTF,No,"Security concerns (insecurity, movement restrictions)"
KD-115-R4,Nutrition,No,,,
KD-115-R4,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-115-R4,Postnatal Care,Yes,MTWTF,Yes,
KD-115-R4,IMCI,No,,,
KD-115-R4,Malaria,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-115-R4,Labour and Delivery,Yes,MTWTF,Yes,
KD-115-R4,Family Planning,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-115-R5,Immunization,Yes,On needs basis,Yes,
KD-115-R5,Nutrition,No,,,
KD-115-R5,Antenatal Care,Yes,Specific days,Yes,
KD-115-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-115-R5,IMCI,No,,,
KD-115-R5,Malaria,Yes,Specific days,Yes,
KD-115-R5,Labour and Delivery,Yes,On needs basis,Yes,
KD-115-R5,Family Planning,Yes,On needs basis,Yes,
KD-115-R6,Immunization,Yes,MTWTFSS,No,"Attending training, meeting, or other official assignment"
KD-115-R6,Nutrition,No,,,
KD-115-R6,Antenatal Care,Yes,MTWTFSS,Yes,
KD-115-R6,Postnatal Care,Yes,On needs basis,Yes,
KD-115-R6,IMCI,No,,,
KD-115-R6,Malaria,Yes,MTWTF,Yes,
KD-115-R6,Labour and Delivery,Yes,Specific days,Yes,
KD-115-R6,Family Planning,Yes,On needs basis,Yes,
KD-116-R1,Immunization,Yes,MTWTF,No,Other
KD-116-R1,Nutrition,Yes,MTWTF,Yes,
KD-116-R1,Antenatal Care,Yes,On needs basis,Yes,
KD-116-R1,Postnatal Care,Yes,Specific days,Yes,
KD-116-R1,IMCI,No,,,
KD-116-R1,Malaria,Yes,Specific days,Yes,
KD-116-R1,Labour and Delivery,Yes,On needs basis,Yes,
KD-116-R1,Family Planning,Yes,On needs basis,Yes,
KD-116-R2,Immunization,Yes,MTWTFSS,Yes,
KD-116-R2,Nutrition,Yes,On needs basis,Yes,
KD-116-R2,Antenatal Care,Yes,MTWTF,No,Vaccine stock-out
KD-116-R2,Postnatal Care,Yes,MTWTF,Yes,
KD-116-R2,IMCI,No,,,
KD-116-R2,Malaria,Yes,MTWTFSS,No,"Facility closed (holiday, strike, renovation)"
KD-116-R2,Labour and Delivery,Yes,Specific days,No,"Facility closed (holiday, strike, renovation)"
KD-116-R2,Family Planning,Yes,MTWTF,Yes,
KD-116-R3,Immunization,Yes,On needs basis,Yes,
KD-116-R3,Nutrition,Yes,Specific days,Yes,
KD-116-R3,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R3,Postnatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R3,IMCI,No,,,
KD-116-R3,Malaria,Yes,On needs basis,Yes,
KD-116-R3,Labour and Delivery,Yes,Specific days,Yes,
KD-116-R3,Family Planning,Yes,Specific days,Yes,
KD-116-R4,Immunization,Yes,MTWTF,No,Cold chain equipment failure
KD-116-R4,Nutrition,Yes,On needs basis,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R4,Antenatal Care,Yes,Specific days,Yes,
KD-116-R4,Postnatal Care,Yes,Specific days,Yes,
KD-116-R4,IMCI,No,,,
KD-116-R4,Malaria,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R4,Labour and Delivery,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R4,Family Planning,Yes,MTWTF,Yes,
KD-116-R5,Immunization,Yes,Specific days,Yes,
KD-116-R5,Nutrition,Yes,On needs basis,Yes,
KD-116-R5,Antenatal Care,Yes,Specific days,Yes,
KD-116-R5,Postnatal Care,Yes,MTWTF,Yes,
KD-116-R5,IMCI,No,,,
KD-116-R5,Malaria,Yes,On needs basis,Yes,
KD-116-R5,Labour and Delivery,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R5,Family Planning,Yes,On needs basis,Yes,
KD-116-R6,Immunization,Yes,MTWTF,Yes,
KD-116-R6,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R6,Antenatal Care,Yes,Specific days,No,"Security concerns (insecurity, movement restrictions)"
KD-116-R6,Postnatal Care,Yes,MTWTF,Yes,
KD-116-R6,IMCI,No,,,
KD-116-R6,Malaria,Yes,On needs basis,Yes,
KD-116-R6,Labour and Delivery,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-116-R6,Family Planning,Yes,MTWTF,Yes,
KD-117-R1,Immunization,Yes,Specific days,Yes,
KD-117-R1,Nutrition,Yes,Specific days,No,"Attending training, meeting, or other official assignment"
KD-117-R1,Antenatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-117-R1,Postnatal Care,Yes,On needs basis,Yes,
KD-117-R1,IMCI,Yes,Specific days,Yes,
KD-117-R1,Malaria,Yes,Specific days,No,Lack of transportation or logistics support
KD-117-R1,Labour and Delivery,Yes,Specific days,Yes,
KD-117-R1,Family Planning,Yes,Specific days,Yes,
KD-117-R2,Immunization,Yes,MTWTF,Yes,
KD-117-R2,Nutrition,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-117-R2,Antenatal Care,Yes,MTWTF,Yes,
KD-117-R2,Postnatal Care,Yes,MTWTFSS,Yes,
KD-117-R2,IMCI,Yes,MTWTF,Yes,
KD-117-R2,Malaria,Yes,On needs basis,Yes,
KD-117-R2,Labour and Delivery,Yes,MTWTFSS,Yes,
KD-117-R2,Family Planning,Yes,MTWTF,Yes,
KD-117-R3,Immunization,Yes,Specific days,Yes,
KD-117-R3,Nutrition,Yes,MTWTF,Yes,
KD-117-R3,Antenatal Care,Yes,MTWTF,No,"Staff unavailable (leave, redeployment, strike)"
KD-117-R3,Postnatal Care,Yes,Specific days,No,"Staff unavailable (leave, redeployment, strike)"
KD-117-R3,IMCI,Yes,MTWTF,Yes,
KD-117-R3,Malaria,Yes,Specific days,Yes,
KD-117-R3,Labour and Delivery,Yes,Specific days,No,Lack of transportation or logistics support
KD-117-R3,Family Planning,Yes,Specific days,Yes,
KD-117-R4,Immunization,Yes,MTWTF,No,Lack of transportation or logistics support
KD-117-R4,Nutrition,Yes,Specific days,Yes,
KD-117-R4,Antenatal Care,Yes,MTWTFSS,Yes,
